,TranslatedIngredients
4436,"cup oatmeal,cup wheat flour,/ cup semolina,/ cup yogurt,cups water,green chillies,teaspoon cumin powder,tablespoon whole pepper,tablespoons Coriander,oil,salt"
4437,"/ cup Brinjal (Baingan / Eggplant),/ cup Cauliflower (gobi),/ cup Potato (Aloo),/ Onion,/ Onion,+ tablespoons Sesame seeds (Til seeds),tablespoons Raw Peanuts (Moongphali),+ teaspoon Red Chilli powder,tablespoon Coriander Powder (Dhania),/ tablespoon Coriander (Dhania) Seeds,Few Curry leaves,Green Chillies,teaspoons Ginger Garlic Paste,/ teaspoon Turmeric powder (Haldi),/ cup Gram flour (besan),to  tablespoons Rice flour,Few sprig Coriander (Dhania) Leaves,Salt,Sunflower Oil"
4438,"grams Paneer (Homemade Cottage Cheese),tablespoons Thai Red Curry Paste,tablespoons Sriracha sauce,Lemon,Garlic,Green Chillies,Salt and Pepper,tablespoon Sunflower Oil,tablespoon Sesame seeds (Til seeds),Roasted Peanuts (Moongphali),Onion,Lemon wedges,Spring Onion Greens,Coriander (Dhania) Leaves"
4439,"cup Basmati rice,cups Coconut milk,Ghee,Bay leaves (tej patta),Cardamom (Elaichi) Pods/Seeds,Whole Black Peppercorns,/ teaspoon Cumin seeds (Jeera),/ Ginger,Carrot (Gajjar),/ cup Green peas (Matar),tablespoon Cashew nuts,/ tablespoon Fresh coconut,Salt"
4440,"cups Whole Wheat Flour,teaspoon Sunflower Oil,/ teaspoon Ajwain (Carom seeds),Salt,/ cup Arhar dal (Split Toor Dal),teaspoon Red Chilli powder,/ teaspoon Coriander Powder (Dhania),/ teaspoon Turmeric powder (Haldi),/ teaspoon Mustard seeds,tablespoon Sunflower Oil,Kokum (Malabar Tamarind),teaspoon Sugar,Water,Onion"
4441,"cups Broccoli,Onion,cloves Garlic,cup Milk,/ cup Badam (Almond),Salt,Whole Black Peppercorns,teaspoon Extra Virgin Olive Oil"
4442,"grams Tindora (Dondakaya/ Kovakkai),/ cup Cashew nuts,tablespoons Fresh coconut,teaspoon Sugar,Salt,teaspoons Coconut Oil,teaspoon White Urad Dal (Split),/ teaspoon Mustard seeds,Dry Red Chillies,/ teaspoon Turmeric powder (Haldi),Curry leaves"
4443,"Whole Eggs,Spring Onion (Bulb & Greens),Shrimps,tablespoons Classic Mayonnaise (With Egg),tablespoons Mustard sauce,teaspoon Black pepper powder,teaspoon Garlic powder,Spring Onion Greens,Salt"
4444,"Brinjal (Baingan / Eggplant),Tamarind Paste,cup Onions,Fresh Red Chilli,tablespoons Raw Peanuts (Moongphali),tablespoons Sesame seeds (Til seeds),tablespoons Fresh coconut,/ tablespoons Coriander (Dhania) Seeds,teaspoon Cumin seeds (Jeera),Cardamom (Elaichi) Pods/Seeds,Garlic,tablespoon Chana dal (Bengal Gram Dal),Sunflower Oil,Bay leaf (tej patta),teaspoon Cumin seeds (Jeera),sprig Curry leaves"
4445,"cup Bajra (seeds),/ cup Chana dal (Bengal Gram Dal),/ cup Arhar dal (Split Toor Dal),/ cup Green Moong Dal (Split),/ cup Yellow Moong Dal (Split),/ cup Masoor Dal (Whole),teaspoon Cumin seeds (Jeera),teaspoon Mustard seeds,teaspoon Whole Black Peppercorns,Dry Red Chillies,inch Cinnamon Stick (Dalchini),Cloves (Laung)"
4446,"cups Rice,/ teaspoon Saffron strands,tablespoons Milk,/ teaspoon Cumin seeds (Jeera),/ teaspoon Fennel seeds (Saunf),inch Cinnamon Stick (Dalchini),Cloves (Laung),Salt,tablespoons Ghee"
4447,"Cauliflower (gobi),cup Soy Chunks (Nuggets),Onion,/ teaspoon Mustard seeds,teaspoon Cumin seeds (Jeera),/ cup Fresh coconut,Green Chillies,teaspoon Red Chilli powder,teaspoon Garam masala powder,/ teaspoon Turmeric powder (Haldi),Coriander (Dhania) Leaves,sprig Curry leaves,teaspoon Sunflower Oil,Salt,Water,teaspoons Lemon juice"
4448,"Mango (Ripe),cups Heavy whipping cream,cups Condensed Milk,/ teaspoon Saffron strands,teaspoon Milk,Ice cubes"
4449,"sweet potatoes,/ cup neem leaves,asafetida,/ teaspoon mustard,/ teaspoon white urad dal (split),red chili,teaspoon Bengal gram lentils,/  tablespoon oil,salt,tablespoon groundnut"
4450,"cups Fresh coconut,cup Lukewarm Water,Potatoes (Aloo),cup Green peas (Matar),Onion,Tomato,inch Ginger,cloves Garlic,Cloves (Laung),teaspoon Cumin powder (Jeera),teaspoon Coriander Powder (Dhania),/ teaspoon Whole Black Peppercorns,/ teaspoon Turmeric powder (Haldi),teaspoon Garam masala powder,cups Coconut milk,Salt"
4451,"cups water,tbsp ginger powder,tsp black pepper powder,tbsp instant coffee powder,tulsi,tsp cumin seeds,/ tsp cardamom powder,tbsp jaggery"
4452,"cup Whole Wheat Flour,teaspoon Sugar,cup Milk,pinch Salt,Whole Egg,Kiwi,Nutella Spread"
4453,"Stalks Lemongrass,inch Galangal,Onion,Dry Red Chilli,sprig Kaffir lime leaves,cloves Garlic,tablespoon Coriander (Dhania) Seeds,teaspoon Cumin seeds (Jeera),teaspoon Whole Black Pepper Corns,/ teaspoon Turmeric powder (Haldi)"
4454,"grams Bhindi (Lady Finger/Okra),tablespoon Gram flour (besan),teaspoon Red Chilli powder,teaspoon Turmeric powder (Haldi),teaspoon Coriander Powder (Dhania),teaspoon Garam masala powder,teaspoon Amchur (Dry Mango Powder),Salt,Sunflower Oil"
4456,"cups tomato,teaspoon ginger,/ teaspoon cumin seeds,tablespoon jaggery,sprig curry leaves,cup save,teaspoons oil,salt"
4457,"cup brinjal,/ cup arhar dal,tsp turmeric powder,tamarind,tsp jaggery,salt,/ tbsp chana dal,tbsp Spoon coriander seeds,dry red chilli,whole black pepper,/ cup coconut,tbsp sesame oil,tsp rye,sprig curry leaves"
4458,"grams Bhindi (Lady Finger/Okra),teaspoons Ajwain (Carom seeds),/ teaspoon Asafoetida (hing),teaspoon Red Chilli powder,cup Homemade tomato puree,teaspoon Sugar,tablespoons Cashew nuts,Salt"
4459,"tablespoon Cumin seeds (Jeera),/ teaspoon Mint powder (Pudina),/ teaspoon Kashmiri dry red chillies,Whole Black Peppercorns,pinch Asafoetida (hing),/ teaspoon Amchur (Dry Mango Powder) - (dried and powdered raw green mangoes,/ teaspoon Black Salt (Kala Namak),/ teaspoon Sea salt,to / tablespoons Mint Leaves (Pudina),tablespoon Tamarind Paste,tablespoon Coriander (Dhania) Leaves,tablespoon Sugar,/ cup Pineapple,Chilled water,Boondi"
4460,"teaspoons olive oil,cloves garlic,onion,/ gleppino,tsp cumin powder,/ tsp red chilli sauce,cup sweet corn,Zucchini,/ cup capsicum (yellow),/ cup capsicum (red),/ cup capsicum (green),grams Black beans,tomatoes,cups vegetable stock,salt,black pepper powder,cups water,onion,/  tomatoes,cloves garlic,/ jalepino,salt,black pepper powder,grams tortilla,avocado,coriander"
4461,"Cardamom (Elaichi) Pods/Seeds,Cloves (Laung),/ inch Cinnamon Stick (Dalchini),Bay leaf (tej patta),/ cups Basmati rice,tablespoon Sugar,Badam (Almond),Cashew nuts,Raisins,tablespoon Dry coconut (kopra),/ cup Paneer (Homemade Cottage Cheese),teaspoon Orange Zest (Rind),teaspoon Lemon juice,Saffron strands,Salt,Sunflower Oil"
4462,"Whole Wheat Brown Bread,cup Water,cups Sunflower Oil,Potatoes (Aloo),Green Chillies,inch Ginger,/ teaspoon Turmeric powder (Haldi),teaspoon Lemon juice,tablespoon Coriander (Dhania) Leaves,teaspoon Sunflower Oil,Salt"
4463,"cup All Purpose Flour (Maida),teaspoon Ajwain (Carom seeds),tablespoon Sunflower Oil,Salt,Water,teaspoon Sunflower Oil,teaspoon Red Chilli powder,teaspoon Cumin powder (Jeera),teaspoon Coriander (Dhania) Leaves,teaspoon Garam masala powder,/ teaspoon Amchur (Dry Mango Powder),/ teaspoon Turmeric powder (Haldi),cup Yellow Moong Dal (Split),Salt,/ cup Coriander (Dhania) Leaves,Sunflower Oil,Potatoes (Aloo),teaspoons Sunflower Oil,Dry Red Chilli,/ teaspoon Mustard seeds,/ teaspoon Cumin seeds (Jeera),tablespoon Ginger Garlic Paste,Onion,Tomatoes,Green Chillies,teaspoon Garam masala powder,teaspoons Coriander (Dhania) Leaves,/ teaspoon Turmeric powder (Haldi),teaspoon Cumin powder (Jeera),/ teaspoon Red Chilli powder,Salt,/ cup Coriander (Dhania) Leaves,sprig Coriander (Dhania) Leaves"
4464,"Cucumber,Mango (Raw),Green Chillies,/ teaspoon Turmeric powder (Haldi),cup Water,/ cup Fresh coconut,teaspoons Cumin seeds (Jeera),teaspoon Mustard seeds,/ teaspoon White Urad Dal (Split),sprig Curry leaves,Dry Red Chilli,Salt"
4465,"cup Wheat Berries/ Whole Wheat,/ cup Yellow Moong Dal (Split),tablespoon Ghee,/ teaspoon Cumin seeds (Jeera),Green Chillies,/ teaspoon Asafoetida (hing),inch Cinnamon Stick (Dalchini),Salt"
4466,"/ cup All Purpose Flour (Maida),teaspoon Baking powder,teaspoons Sugar,grams Butter,Whole Egg,/ cup Milk,pinch Salt,Sunflower Oil,teaspoons Caster Sugar,teaspoon Cinnamon Powder (Dalchini)"
4467,"grams Puff Pastry Sheet,cups Milk,/ cup Condensed Milk,/ cup Sugar,Saffron strands,tablespoons Slivered Almonds (Badam),tablespoon Raisins,tablespoons Pistachios,tablespoons Dessicated Coconut,cup Heavy whipping cream"
4468,"Bhindi (Lady Finger/Okra),cloves Garlic,inch Ginger,Onion,/ cup Tomatoes,Figaro Pure Olive Oil,tablespoons Roasted Peanuts (Moongphali),teaspoon Sesame seeds (Til seeds),teaspoons Coriander Powder (Dhania),teaspoon Garam masala powder,/ teaspoon Turmeric powder (Haldi),/ teaspoon Red Chilli powder,/ teaspoon Amchur (Dry Mango Powder),tablespoons Gram flour (besan),teaspoon Sugar,Salt,teaspoon Figaro Pure Olive Oil"
4469,"/ cup Carrot (Gajjar),/ cup Hung Curd (Greek Yogurt),teaspoon Dill leaves,tablespoon Pumpkin seeds,/ cups Granola,Salt and Pepper"
4470,"grams tofu,inch ginger,garlic,carrot,/ cup green onions,/ cup green onion leaves,green chili,/ cup coconut milk,/ cup vegetable stock,/ teaspoon turmeric powder,black pepper powder,teaspoon garam masala powder,teaspoon red chilli sauce,salt,teaspoon soy sauce,teaspoon corn flour"
4471,"Crepes,grams Broccoli,Red Bell pepper (Capsicum),tablespoon Dijon Mustard,/ cup Britannia Cream Cheese,Salt,Red Chilli flakes,tablespoon Butter,/ cup Cheddar cheese"
4472,"gourd,inch cinnamon,cardamom,long,/ teaspoon celery,/ teaspoon ginger powder,teaspoon fennel powder,/ teaspoon asafoetida,cup yogurt,cup yogurt,/  tablespoons mustard oil,salt"
4473,"Whole Egg,teaspoon Sunflower Oil,Salt and Pepper"
4474,"cup Hung Curd (Greek Yogurt),/ cup Blueberries,Sugar,/ cup Hung Curd (Greek Yogurt),/ cup Mango (Ripe),Sugar"
4475,"Whole Eggs,Onion,tablespoons Ginger Garlic Paste,Tomatoes,teaspoon Turmeric powder (Haldi),/ cup Coriander (Dhania) Leaves,tablespoon Sunflower Oil,Salt,tablespoon Dry coconut (kopra),Guntur Dried Chillies,Kashmiri dry red chillies,teaspoon Poppy seeds,teaspoon Cumin seeds (Jeera),teaspoon Fennel seeds (Saunf),/ teaspoon Ajwain (Carom seeds),tablespoon Coriander (Dhania) Seeds,Cinnamon Stick (Dalchini),Cardamom (Elaichi) Pods/Seeds,Cloves (Laung),Kapok Bud,Mace (Javitri)"
4476,"cups Whole Wheat Flour,/ teaspoon Salt,tablespoons Sugar,cup Butter,tablespoons Water,Apples,/ Lemon,tablespoon Sugar,tablespoon Brown Sugar (Demerara Sugar),tablespoons All Purpose Flour (Maida),teaspoon Cinnamon Powder (Dalchini),/ teaspoon Salt,tablespoons Milk,tablespoon Honey,tablespoon Sugar"
4477,"Button mushrooms,cup Broccoli,/ Red Bell pepper (Capsicum),Tomatoes,Garlic,tablespoons Del Monte Tandoori Mayo,/ teaspoon Red Chilli powder,Salt,tablespoons Sunflower Oil"
4478,"cup Bottle gourd (lauki),Gram flour (besan),Salt,Turmeric powder (Haldi),/ teaspoon Red Chilli powder,teaspoon Ajwain (Carom seeds),teaspoon Coriander (Dhania) Leaves,Enos fruit salt,cup Water,tablespoon Sunflower Oil,Curry leaves,teaspoon Cumin seeds (Jeera),/ teaspoon Mustard seeds,Asafoetida (hing),teaspoon Ginger Garlic Paste,Tomato,Salt,/ teaspoon Garam masala powder,/ teaspoon Red Chilli powder,tablespoon Gram flour (besan),cup Buttermilk,Coriander (Dhania) Leaves"
4479,"grams Chicken breasts,/ teaspoon Whole Black Peppercorns,/ cup Coriander (Dhania) Leaves,/ teaspoon Lemon zest,teaspoon Dried Thyme Leaves,teaspoon Rosemary,teaspoon Dried oregano,teaspoon Sage,Salt,grams Britannia Cream Cheese,/ teaspoon Del Monte Black Olives,Extra Virgin Olive Oil,tablespoons Corn flour,tablespoon Whole Black Peppercorns,Salt,Sugar,cloves Garlic,cup Milk,sprig Coriander (Dhania) Leaves"
4480,"grams Conchiglie Pasta,cup White beans,sprig Coriander (Dhania) Leaves,sprig Mint Leaves (Pudina),/ cup Pine nuts,/ cup Badam (Almond),Green Chillies,tablespoon Extra Virgin Olive Oil,Lemon juice,Salt"
4481,"cup capsicum (green),onion,tomatoes,cashews,teaspoon sesame (white),tablespoon peanuts,teaspoon Kasuri methi,teaspoon red chili Powder,teaspoon coriander powder,/ teaspoon garam masala powder,oil,teaspoon ginger,green chillies,large cardamom,bay leaves,teaspoon turmeric powder,/ teaspoon cumin seeds,long,salt"
4482,"cup Black Eyed Beans (Lobia),Onion,Green Chilli,/ teaspoon Red Chilli powder,sprig Curry leaves,inch Ginger,cloves Garlic,teaspoon Cumin seeds (Jeera),Salt,teaspoon Turmeric powder (Haldi),Sunflower Oil"
4483,"Beetroot,Salt,/ teaspoon Butter,/ teaspoon Mustard seeds,sprig Curry leaves,Asafoetida (hing)"
4484,"chow chow,cup green coriander,tsp white urad dal,tsp chana dal,grams tamarind,dry red chillies,tsp oil,salt"
4485,"/ cup Broken Wheat (Dalia/ Godumai Rava),/ cup White Urad Dal (Whole),/ cup Yellow Moong Dal (Split),/ cup Chana dal (Bengal Gram Dal),grams Mutton,inch Ginger,cloves Garlic,Salt,Saffron strands,Green Chillies,teaspoon Red Chilli powder,/ teaspoon Turmeric powder (Haldi),/ teaspoon Coriander (Dhania) Powder,teaspoon Cumin powder (Jeera),teaspoon Chaat Masala Powder,tablespoons Gram flour (besan),Mint Leaves (Pudina),Ghee"
4486,"cup Paneer (Homemade Cottage Cheese),tablespoon Extra Virgin Olive Oil,cloves Garlic,Lemon juice,Lemon zest,/ cup Honey,/ teaspoon Turmeric powder (Haldi),Salt,/ teaspoon Black pepper powder,Coriander (Dhania) Leaves"
4487,"/ cup Chana dal (Bengal Gram Dal),cup Sweet corn,Green Chillies,inch Ginger,Dry Red Chillies,/ cup Onion,/ teaspoon Cumin seeds (Jeera),tablespoon Curry leaves,tablespoon Coriander (Dhania) Leaves,/ cup Gram flour (besan),Salt"
4488,"Whole Wheat Brown Bread,grams Paneer (Homemade Cottage Cheese),teaspoon Ginger,tablespoon Mint Leaves (Pudina),tablespoon Coriander (Dhania) Leaves,teaspoon Red Chilli flakes,Salt and Pepper,Butter"
4489,"cabbage,grams green beans,teaspoon mustard,teaspoon white urad dal,sprig curry leaves,teaspoon red chilli powder,/ teaspoon turmeric powder,salt,as per taste"
4490,"grams Mutton,Salt,/ teaspoon Turmeric powder (Haldi),/ cup Water,tablespoons Malwani masala,tablespoons Sunflower Oil,Onions,tablespoon Ginger,tablespoon Garlic,Tomato"
4491,"Star anise,inch Cinnamon Stick (Dalchini),teaspoon Whole Black Peppercorns,teaspoon Cumin seeds (Jeera),Cloves (Laung),Cloves (Laung)"
4492,"ml Fresh cream,ml Milk,/ cup Sugar,teaspoon Vanilla Extract,tablespoons Instant Coffee Powder"
4493,"/ cup Arhar dal (Split Toor Dal),cup Water,Small Brinjal (Baingan / Eggplant),Potato (Aloo),Carrot (Gajjar),Green beans (French Beans),Pearl onions (Sambar Onions),Tomato,/ teaspoon Turmeric powder (Haldi),teaspoon Jaggery,cup Tamarind Water,Water,Salt,tablespoon Coriander (Dhania) Seeds,teaspoon Cumin seeds (Jeera),Dry Red Chillies,teaspoon Whole Black Peppercorns,teaspoon Methi Seeds (Fenugreek Seeds),/ cup Fresh coconut,cloves Garlic,teaspoon Mustard seeds,cloves Garlic,pinch Asafoetida (hing),Dry Red Chillies,sprig Curry leaves,teaspoons Sunflower Oil,teaspoon Sunflower Oil"
4494,"gram Paneer (Homemade Cottage Cheese),Tomatoes,teaspoon Red Chilli powder,teaspoon Cumin powder (Jeera),teaspoon Garam masala powder,/ cup Fresh cream,tablespoons Butter,Salt,teaspoon Kasuri Methi (Dried Fenugreek Leaves),Onion,inch Ginger,cloves Garlic,tablespoon Cashew nuts"
4495,"cloves garlic,cups spinach,large cardamom,dry Kashmiri chillies,tsp cumin,tsp fennel powder,tbsp mustard oil,asafetida,salt"
4496,"/ cup Whole Wheat Flour,/ cup All Purpose Flour (Maida),/ cup Lukewarm Water,/ teaspoon Active dry yeast,/ teaspoon Salt,/ tablespoon Sugar,tablespoon Extra Virgin Olive Oil,Onion,Tomato,Green Bell Pepper (Capsicum),tablespoon Extra Virgin Olive Oil,to  tablespoons Homemade Pizza And Pasta Sauce,Mozzarella cheese,Dried oregano,Red Chilli flakes"
4497,"Shallots,Tomato,cup Mooli Ke Patte (Radish Greens),/ teaspoon Turmeric powder (Haldi),Salt,/ cup Arhar dal (Split Toor Dal),teaspoon Fresh coconut,Dry Red Chilli,teaspoon Sesame (Gingelly) Oil,/ teaspoon Cumin seeds (Jeera),/ inch Ginger,Asafoetida (hing),sprig Curry leaves"
4498,"Lady fish,/ cup Fresh coconut,grams Tamarind,teaspoon Turmeric powder (Haldi),Mooli/ Mullangi (Radish),Dry Red Chillies,Whole Black Peppercorns,/ teaspoon Coriander (Dhania) Seeds,/ cup Onion,teaspoon Sunflower Oil,tablespoon Turmeric powder (Haldi),/ tablespoon Red Chilli powder,teaspoon Salt"
4499,"pumpkin,green chillies,/ teaspoon whole black pepper,tablespoon oil,teaspoon fennel,teaspoon sugar,salt,mango powder,coriander"
4500,"grams Dark chocolate,Egg white,Egg yolks,cup Double Cream,/ cup Caster Sugar,Pineapple"
4501,"cup white urad dal,asafetida,green chilies,inch ginger,salt,as per taste"
4503,"Mango (Raw),tablespoons Jaggery,Salt,/ cup Fresh coconut,tablespoon White Urad Dal (Split),tablespoon Coriander (Dhania) Seeds,teaspoon Methi Seeds (Fenugreek Seeds),Dry Red Chillies,teaspoon Turmeric powder (Haldi),teaspoon Mustard seeds,Dry Red Chilli,pinch Asafoetida (hing)"
4505,"French Loaf,cloves Garlic,Herb Butter"
4506,"Betel leaves (paan),grams Hung Curd (Greek Yogurt),grams Paneer (Homemade Cottage Cheese),ml Fresh cream,grams Caster Sugar,tablespoons Agar agar,teaspoon Gulkand,teaspoon Vanilla Extract,/ cup Water"
4507,"Tortillas,/ cup Cheese,tablespoons Butter,grams Button mushrooms,/ cup Sweet corn,/ cup Spring Onion (Bulb & Greens),cloves Garlic,inch Ginger,Green Chillies,tablespoon Corn flour,/ tablespoon Soy sauce,tablespoon Tomato Ketchup,teaspoon Sweet and Spicy Red Chilli Sauce (Tomato Chilli Sauce),tablespoon Sunflower Oil,Salt"
4508,"grams Paneer (Homemade Cottage Cheese),Coal,cups Homemade tomato puree,tablespoons Heavy whipping cream,Mint Leaves (Pudina),clove Garlic,Ginger,teaspoon Fennel seeds (Saunf),/ teaspoon Ajwain (Carom seeds),Saffron strands,/ teaspoon Cumin powder (Jeera),teaspoon Coriander Powder (Dhania),teaspoon Chaat Masala Powder,/ teaspoon Garam masala powder,/ teaspoon Black pepper powder,/ teaspoon Red Chilli powder,/ teaspoon Black Salt (Kala Namak),teaspoon Turmeric powder (Haldi),Salt"
4509,"cup Chana dal (Bengal Gram Dal),/ Mango (Raw),/ teaspoon Sugar,Salt,tablespoon Sunflower Oil,/ teaspoon Mustard seeds,/ teaspoon Cumin seeds (Jeera),Curry leaves,/ teaspoon Asafoetida (hing),Dry Red Chillies"
4510,"tablespoon Garlic,Onion,Green zucchini,Carrot (Gajjar),/ Green Bell Pepper (Capsicum),/ Red Bell pepper (Capsicum),/ cup Button mushrooms,Extra Virgin Olive Oil,Salt,cup Brown Rice,cups Vegetable stock,Coriander (Dhania) Leaves,tablespoon Garlic,/ Onion,Lemon,/ teaspoon Lemon zest,teaspoon Black pepper powder,Extra Virgin Olive Oil,Tomatoes,Onion,Coriander (Dhania) Leaves,/ teaspoon Cumin powder (Jeera),Lemon,/ teaspoon Black pepper powder,/ cup Pickled Jalapenos,Salt,Avocado,Lemon,Salt,/ cup Cashew nuts,teaspoon Apple cider vinegar,teaspoon Lemon juice,Salt,tablespoon Water,cup Canned black beans,cup Iceberg lettuce,cup Sweet corn,Corn chips,Tabasco Original - Hot Sauce"
4512,"cup Rice flour,/ cup All Purpose Flour (Maida),/ cup Curd (Dahi / Yogurt),tablespoons Sesame seeds (Til seeds),teaspoon Ajwain (Carom seeds),Red Chilli powder,Salt,/ cup Butter,Sunflower Oil,Water"
4513,"cup Roasted Peanuts (Moongphali),/ cup Roasted Gram Dal (Pottukadalai),cups Jaggery,tablespoons Ghee"
4514,"cup Masoor Dal (Whole),/ cup Mango (Raw),Green Chillies,/ teaspoon Turmeric powder (Haldi),Salt,tablespoon Mustard oil,/ teaspoon Cumin seeds (Jeera),/ teaspoon Mustard seeds,/ teaspoon Kalonji (Onion Nigella Seeds),/ teaspoon Fennel seeds (Saunf),/ teaspoon Methi Seeds (Fenugreek Seeds),Dry Red Chilli"
4515,"Whole Eggs,/ cup Caster Sugar,/ cup All Purpose Flour (Maida),grams Mascarpone Cheese,cup Heavy whipping cream,/ cup Icing Sugar,Mango (Ripe),Mango Pulp (Puree),tablespoons Caster Sugar,cups Water,Mango (Ripe)"
4516,"Panini Bread,tablespoons Butter,/ cup Homemade Pizza And Pasta Sauce,/ cup Del Monte Cheesy Garlic Mayo,Onion,/ cup Broccoli,Yellow Bell Pepper (Capsicum),Carrot (Gajjar),Extra Virgin Olive Oil,Salt and Pepper"
4517,"cup Idli Rice,cup Rice,/ cup Arhar dal (Split Toor Dal),/ cup Black Urad Dal (Whole),teaspoon Methi Seeds (Fenugreek Seeds),Salt,Tomatoes,clove Garlic,Green Chilli,Salt,Sunflower Oil"
4518,"tablespoon Lemon juice,tablespoon Honey,teaspoon Cumin powder (Jeera),tablespoon Canola Oil,Salt,teaspoon Black pepper powder,Mango (Raw),/ Green Bell Pepper (Capsicum),cup Rajma (Large Kidney Beans),Pickled Jalapenos,Red onion,Tomato,/ cup Coriander (Dhania) Leaves"
4519,"sprig Dill leaves,/ cup Fresh coconut,/ cup Arhar dal (Split Toor Dal),Potato (Aloo),/ cup Raw Peanuts (Moongphali),teaspoon Black pepper powder,tablespoon White Urad Dal (Split),Green Chilli,teaspoon Jaggery,Salt,Dry Red Chillies,Curry leaves,teaspoon Mustard seeds,tablespoon Sunflower Oil"
