,TranslatedIngredients
3841,"chicken breast,carrots,onion,clovesarlic,tomato puree,basil,rosemary,thyme leaves,paprika powder,cumin powder,sugar,salt,olive oil"
3842,"mint leaves (pudina),basil leaves,pine nuts,parmesan cheese,extra virgin olive oil,salt and pepper,extra virgin olive oil,brinjal (baingan / eggplant),s penne pasta,mint pesto,salt"
3843,"mango pulp (puree),double cream,milk,agar agar,sugar,heavy whippincream,mixed fruits"
3844,"chicken,curd (dahi / yogurt),turmeric powder (haldi),sunflower oil,mustard seeds,curry leaves,onion,inchinger,to  clovesarlic,salt,instant oats (oatmeal),whole black peppercorns,coriander (dhania) seeds,inch cinnamon stick (dalchini),fennel seeds (saunf),dry red chillies"
3845,"brinjal (baingan / eggplant),clovesarlic,lemon juice,tahini,spriparsley leaves,salt and pepper,extra virgin olive oil,red chilli powder,pita chips"
3846,"jackfruit ripe (kathal),yellow moondal (split),jaggery,rice,fresh coconut,cardamom powder (elaichi),hee,mixed dry fruits,badam (almond)"
3847,"sreen peas (matar),tomatoes,inchinger,clovesarlic,green chilli,cashew nuts,coriander powder (dhania),kashmiri red chilli powder,kasuri methi (dried fenugreek leaves),bay leaves (tej patta),butter,sugar,salt"
3848,"mooli/ mullangi (radish),black urad dal (split),fresh coconut,tamarind,turmeric powder (haldi),asafoetida (hing),salt,sesame (gingelly) oil,black urad dal (split),mustard seeds,curry leaves"
3849,"s cooked rice,mango (raw),black urad dal (split),chana dal (bengalram dal),mustard seeds,green chillies,spricurry leaves,turmeric powder (haldi),ssp asafoetida (hing),salt,coriander (dhania) leaves,ingelly oil"
3850,"curd,ram flour,turmeric powder,coriander powder,red chilli powder,salt,fenugreek,onion,cumin,rye,dry red chillies,hee,hee"
3851,"pasta  fusilli,carrot (gajjar),onion,red yellow andreen bell peppers (capsicum),tomato,potato (aloo),cauliflower (gobi),reen peas (matar),chaat masala powder,butter,pav bhaji masala,red chilli powder,turmeric powder (haldi),lemon juice,red chilli sauce,salt,cheese,coriander (dhania) leaves"
3852,"dark chocolate,butter (unsalted),caster sugar,whole eggs,vanilla extract,cocoa powder,dark rum"
3853,"coffee decoction,milk,ragi flour (finger millet/ nagli),whole wheat flour,cocoa powder,ghee,palm sugar,salt,bakinsoda,bakinpowder,apple cider vinegar,chocolate chips"
3854,"arborio rice,onion,mixed vegetables,clovesarlic,extra virgin olive oil,whole black peppercorns,s vegetable stock,butter,ricotta cheese,fresh herbs,parmesan cheese"
3855,"ram flour (besan),sooji (semolina/ rava),badam (almond),sugar,hee,cardamom (elaichi) pods/seeds,raisins,dried rose petals"
3856,"apples,all purpose flour (maida),sunflower oil,cardamom (elaichi) pods/seeds,curd (dahi / yogurt),pistachios,canned cherries,all purpose flour (maida),cinnamon powder (dalchini),sugar,water,saffron strands,rose water"
3857,"kala chana (brown chickpeas),curd (dahi / yogurt),ram flour (besan),turmeric powder (haldi),coriander powder (dhania),red chilli powder,aram masala powder,salt,cumin seeds (jeera),green chilli,hee"
3858,"curd (dahi / yogurt),water,salt,black pepper powder,cumin powder (jeera),raw peanuts (moongphali),sprimint leaves (pudina),spricoriander (dhania) leaves"
3859,"yellow moondal (split),onion,clovesarlic,dryinger powder,turmeric powder (haldi),red chilli powder,black pepper powder,cumin seeds (jeera),coconut oil,salt,s water,lemon juice,coriander (dhania) leaves"
3860,"sabudana (tapioca pearls),raw peanuts (moongphali),cashew nuts,raisins,curry leaves,sunflower oil,rock salt,sugar,whole black peppercorns"
3861,"chicken,shallots,tomato,red chilli powder,turmeric powder (haldi),salt,whole black peppercorns,cumin seeds (jeera),fennel seeds (saunf),coriander powder (dhania),dry red chillies,shallots,clovesarlic"
3862,"rohu fish,onion,clovesarlic,inchinger,inch cinnamon stick (dalchini),cardamom (elaichi) pods/seeds,cloves (laung),cumin seeds (jeera),kashmiri red chilli powder,turmeric powder (haldi),raisins,s curd (dahi / yogurt),sugar,mustard oil,green chillies,salt"
3863,"all purpose flour (maida),wheat berries/ whole wheat,whole egg,milk,butter,salt"
3864,"kabuli chana (white chickpeas),instant oats (oatmeal),all purpose flour (maida),clovesarlic,spriparsley leaves,cumin powder (jeera),salt,black pepper powder,sunflower oil,whole wheat flour,active dry yeast,milk,sugar,salt,cucumber,carrot (gajjar),tomato,chilli vinegar,salt,sugar,homemade hummus,tzatziki,onion"
3865,"sweet potatoes,salt,red chilli powder,cumin powder (jeera),sunflower oil,coriander (dhania) leaves"
3866,"s rice flour,cinnamon powder (dalchini),bakinpowder,caster sugar,whole eggs,sunflower oil,fresh cream,buttermilk,vanilla extract,rum,apples"
3867,"vellai poosanikai (ashourd/white pumpkin),chana dal (bengalram dal),fresh coconut,green chillies,inchinger,salt,curd (dahi / yogurt),coconut oil,mustard seeds,cumin seeds (jeera),asafoetida (hing),curry leaves,curry leaves"
3868,"carrot (gajjar),stalks celery,onion,clovesarlic,cumin seeds (jeera),bay leaf (tej patta),cinnamon stick,cloves (laung),black pepper corns,aram masala powder,salt,extra virgin olive oil,coriander (dhania) leaves,sunflower seeds"
3869,"dates,to  badam (almond),cardamom (elaichi) pods/seeds,s dessicated coconut,jaggery,sooji (semolina/ rava),all purpose flour (maida),salt,sunflower oil,ghee"
3870,"green beans (french beans),carrot (gajjar),cabbage (pattaobi/ muttaikose),reen peas (matar),potatoes (aloo),sunflower oil,cumin seeds (jeera),inchinger,green chillies,turmeric powder (haldi),ram flour (besan),cashew nuts,whole wheat bread crumbs,salt,whole black peppercorns,cardamom (elaichi) pods/seeds,lemon wedges,onion"
3871,"milk,kiwi,caster sugar,lemon juice,cardamom powder (elaichi),mixed nuts"
3872,"s all purpose flour (maida),bakinpowder,bakinsoda,salt,caster sugar,butter (unsalted),cinnamon powder (dalchini),milk,lemon zest,vanilla extract,huncurd (greek yogurt),plum,apple"
3873,"active dry yeast,lukewarm water,sugar,salt,butter (unsalted),s vivatta maida,active dry yeast,lukewarm water,sugar,salt,butter (unsalted),s whole wheat flour"
3874,"tofu,sweet corn,sprisprinonionreens,reen chilli sauce,inchinger,cloves (laung),chinese  spice powder,corn flour,salt,whole wheat bread crumbs,sunflower oil"
3875,"sweet potatoes,potatoes (aloo),whole eggs,s whole wheat flour,salt,gram butter,sprisage,nutmeg,salt and pepper,salted butter,clovesarlic,brown sugar (demerara sugar),cinnamon powder (dalchini),dried oregano,sprichives,salt,lemon juice"
3876,"gm arhar dal,turmeric powder,tamarind water,tomatoes,longarlic,cumin powder,coriander powder,black pepper powder,red chilli powder,salt,curry leaves,rye,cumin seeds,hee,asafoetida,sprigs of coriander"
3877,"potatoes,mint,coriander,green chillies,mango powder,red chilli powder,turmeric powder,salt,ghee,as per taste"
3878,"yellow moondal (split),onion,tomato,manathakkali keerai,clovesarlic,turmeric powder (haldi),red chilli powder,salt,sesame (gingelly) oil,white urad dal (split),mustard seeds,dry red chilli,asafoetida (hing)"
3879,"avocado,carrot,semolina,rice flour - chopped  onion,reen coriander,green chili,inger,arlic,tamarind water,oil,aram masala powder,coriander powder,cumin powder,red chili powder,black pepper powder,turmeric powder,salt"
3880,"millet flour,yellow moondal,oil,mustard,cumin seeds,asafoetida,onion,tomato,potato,carrot,reen peas,red chili powder,ingerarlic paste,coriander powder,hot masala powder,turmeric powder,salt,reen coriander,lemon juice"
3881,"button mushrooms,butter,onion,clovesarlic,balsamic vinegar,salt,whole black peppercorns,sprinonionreens"
3882,"apples,onions,lemon,vinegar,raisins,salt,sugar,cinnamon powder (dalchini),sunflower oil"
3883,"onion,clovesarlic,byadagi dried chillies,coriander (dhania) seeds,cumin seeds (jeera),methi seeds (fenugreek seeds),whole black peppercorns,tamarind,fresh coconut,hee,paneer (homemade cottage cheese),onion,salt,turmeric powder (haldi),coconut milk,coconut milk,hee,inch cinnamon stick (dalchini),cloves (laung),cardamom (elaichi) pods/seeds,curry leaves"
3884,"chow chow (chayote squash),yellow moondal (split),tomatoes,cumin seeds (jeera),turmeric powder (haldi),mustard seeds,dry red chillies,asafoetida (hing),spricurry leaves,sunflower oil,salt,fresh coconut,dry red chillies,cumin seeds (jeera),whole black peppercorns"
3885,"s tamarind water,onions,green chilli,spricoriander (dhania) leaves,jaggery,salt,mustard seeds,cumin seeds (jeera),spricurry leaves,asafoetida (hing),dry red chilli,clovesarlic,sunflower oil"
3886,"wheat flour,celery,turmeric powder,salt,oil"
3887,"mutton,colocasia root (arbi),inch cinnamon stick (dalchini),black pepper corns,cloves (laung),black cardamom (badi elaichi),onion,inchinger,clovesarlic,green chillies,tomatoes,red chilli powder,coriander powder (dhania),turmeric powder (haldi),aram masala powder,coriander (dhania) leaves,mustard oil,salt"
3888,"tortillas,cheese,chicken breasts,spridried thyme leaves,onion,clovesarlic,tomatoes,onion,clovesarlic,tomato ketchup,red chilli powder,dried oregano,dried thyme leaves,sugar,salt"
3889,"kala chana (brown chickpeas),onion,tomato,ingerarlic paste,cumin powder (jeera),black pepper powder,cardamom powder (elaichi),tamarind paste,mustard seeds,spricurry leaves,asafoetida (hing),spricoriander (dhania) leaves,sunflower oil,salt,dry red chillies,cloves (laung),cinnamon stick (dalchini),star anise,coriander (dhania) seeds,fennel seeds (saunf),poppy seeds,cumin seeds (jeera),dry coconut (kopra)"
3890,"fresh figs,ricotta cheese,honey,extra virgin olive oil,walnuts,salt and pepper"
3891,"whole wheat flour,sugar,milk,salt,whole eggs"
3892,"peaches,sugar,honey,cinnamon powder (dalchini),vanilla ice cream,milk,chia seeds"
3893,"all purpose flour (maida),milk,vanilla extract,whole eggs,caster sugar,salt,butter (unsalted)"
3894,"arhar dal (split toor dal),tomato,bhindi (lady finger/okra),sunflower oil,methi seeds (fenugreek seeds),mustard seeds,dry red chillies,curry leaves,asafoetida (hing),ram flour (besan),red chilli powder,tamarind paste,turmeric powder (haldi),jaggery,salt"
3895,"strawberries,redrapes,cheese cubes,lemon juice,ripe bananas,mango (ripe),papaya,watermelon,kiwi,fresh raspberries"
3896,"makki ka atta (yellow corn meal flour),all purpose flour (maida),button mushrooms,cumin powder (jeera),red chilli flakes,salt,red bell pepper (capsicum),cheese,green bell pepper (capsicum),clovesarlic,walnuts,fresh cream,dried oregano,salt"
3897,"chicken breasts,onion,clovesarlic,spinach leaves (palak),black pepper powder,dried oregano,red chilli flakes,cheese spread,parmesan cheese,nutralite cheesyarlic mayo,milk,salt,nutralite classic spread"
3898,"whole wheat brown bread,butter,homemade basil pesto,avocado,tomato,red romaine lettuce,black pepper powder,cheese,salt"
3899,"s ragi flour (finger millet/ nagli),rice flour,chana dal (bengalram dal),asafoetida (hing),sesame seeds (til seeds),roasted peanuts (moongphali),red chilli powder,sunflower oil,salt,sunflower oil"
3900,"chicken,gram baby corn - cut into one,red bell pepper (capsicum),yellow bell pepper (capsicum),reen bell pepper (capsicum),onion,carrots (gajjar),gram button mushrooms,.  red chilli flakes,fresh red chilli,red chilli sauce,tomato ketchup,corn flour,whole eggs,sunflower oil,cashew nuts,ingerarlic paste,honey"
3901,"chicken,curd (dahi / yogurt),kalonji (onion nigella seeds),fennel seeds (saunf),onion,tomato,inger,arlic,green chillies,black pepper powder,cumin powder (jeera),red chilli powder,kashmiri red chilli powder,turmeric powder (haldi),curry leaves"
3902,"paneer (homemade cottage cheese),green bell pepper (capsicum),yellow bell pepper (capsicum),onion,tomatoes,coriander (dhania) leaves,anardana powder (pomegranate seed powder),fresh cream,lemon juice,curd (dahi / yogurt),sunflower oil,black pepper powder,salt,cumin powder (jeera),aram masala powder,chaat masala powder,arlic,inger,corn flour,sunflower oil,lemon juice,onion,cabbage (pattaobi/ muttaikose)"
3903,"parshe,kasundi mustard sauce,tomatoes,green chillies,turmeric powder (haldi),red chilli powder,kalonji (onion nigella seeds),mustard oil,coriander (dhania) leaves,salt"
3904,"masoor dal (whole),onion,tomato,green chillies,asafoetida (hing),bay leaf (tej patta),cumin seeds (jeera),clovearlic,inchinger,red chilli powder,coriander powder (dhania),turmeric powder (haldi),aram masala powder,spricoriander (dhania) leaves,salt,sunflower oil"
3905,"potatoes,reen coriander,mint leaves,green chillies,inchinger,lemon,peanuts,sugar,salt,cumin,aram masala powder,cumin powder,pomegranate,sev,chaat masala powder,oil"
3906,"s whole wheat flour,turmeric powder (haldi),red chilli powder,cumin powder (jeera),asafoetida (hing),carrot (gajjar),mooli/ mullangi (radish),methi leaves (fenugreek leaves),green chilli,sunflower oil,salt"
3907,"badam (almond),pistachios,sugar,butter,cardamom powder (elaichi),s curd (dahi / yogurt),milk,saffron strands,honey,rose water,elatin,water,sugar,water,saffron strands,cardamom powder (elaichi),corn flour,water"
3908,"s whole wheat flour,active dry yeast,sugar,milk,salt"
3909,"sundakkai (turkey berries),onion,tomato,clovesarlic,dry red chillies,tamarind water,turmeric powder (haldi),sambar powder,mustard seeds,cumin seeds (jeera),spricurry leaves,salt,sunflower oil,sugar,fresh coconut,coriander (dhania) seeds,fennel seeds (saunf)"
3910,"coriander (dhania) seeds,cumin seeds (jeera),dry coconut (kopra),whole black peppercorns,fennel seeds (saunf),sesame seeds (til seeds),bean sprouts,mustard seeds,cumin seeds (jeera),asafoetida (hing),red chilli powder,green chillies,curry leaves,salt,kolhapuri masala,raw peanuts (moongphali),potato (aloo),tamarind paste,sunflower oil,onion,tomato,asafoetida (hing),tamarind paste,clovesarlic,inger,inch cinnamon stick (dalchini),sunflower oil,kolhapuri masala,fresh coconut,cumin seeds (jeera),turmeric powder (haldi),red chilli powder,onion,tomato,raw peanuts (moongphali),sev"
3911,"chana dal (bengalram dal),raisins,dry coconut (kopra),cardamom (elaichi) pods/seeds,inch cinnamon stick (dalchini),bay leaves (tej patta),inger,green chillies,cumin seeds (jeera),turmeric powder (haldi),dry red chillies,mustard oil,hee,sugar,salt"
3912,"strawberries,mint leaves (pudina),lemon juice,water,honey,aerated water (soda water)"
3913,"all purpose flour (maida),whole eggs,egwhites,butter,salt,lukewarm water,sunflower oil,honey,icinsugar,to   milk"
3914,"bajra flour ( pearl millet),reen peas (matar),cardamom (elaichi) pods/seeds,inch cinnamon stick (dalchini),bay leaf (tej patta),cumin seeds (jeera),salt,ghee"
3915,"semiya (vermicelli),pearl onions (sambar onions),clovesarlic,inchinger,tomatoes,mint leaves (pudina),fennel seeds (saunf),mustard seeds,whole black peppercorns,inch cinnamon stick (dalchini),cloves (laung),spricurry leaves,red chilli powder,turmeric powder (haldi),lemon juice,sunflower oil,salt"
3916,"tindora,rye,white urad dal,asafoetida,spricurry leaf,dry red chilli,oil,salt,white urad dal,chana dal,dry red chillies,asafoetida"
3917,"chicken,s curd (dahi / yogurt),lemon juice,salt,inchinger,clovesarlic,black pepper powder,kasuri methi (dried fenugreek leaves),fresh cream,sunflower oil"
3918,"curd,mint,coriander,green chili,inchinger,salt,accordinto taste"
3919,"whole eggs,onion,homemade tomato puree,green chilli,ingerarlic paste,cashew nuts,fresh coconut,red chilli powder,coriander powder (dhania),malwani masala,turmeric powder (haldi),cumin seeds (jeera),kokum (malabar tamarind),spricurry leaves,sunflower oil,salt"
3920,"rice noodles (flat),broccoli,carrot (gajjar),bok choy,cloves (laung),inch lemongrass,soy sauce,red chilli sauce,honey,salt,black pepper powder,sprisprinonion (bulb &reens),sunflower oil"
3921,"sunflower oil,mustard seeds,dry red chillies,spricurry leaves,reen moonsprouts,salt,black pepper powder,lemon juice,spricoriander (dhania) leaves"
3922,"ram flour,red chili powder,celery,curd,salt,ram flour,curd,clovesarlic,green chillies,turmeric powder,salt,spriofreen coriander,hee,cumin seeds,dry red chilli,inch cinnamon"
3923,"chicken,onion,spricoriander (dhania) leaves,ingerarlic paste,rice flour,salt,whole egg,whole wheat bread crumbs,sunflower oil,aram masala powder,red chilli powder,turmeric powder (haldi),coriander powder (dhania),cumin powder (jeera)"
