,TranslatedIngredients
3412,"1 cup Green Moong Dal (Whole),1/2 cup White Urad Dal (Whole),1/2 cup Instant Oats (Oatmeal) - roasted,1 teaspoon Baking soda,Salt - to taste,1 cup Curd (Dahi / Yogurt),2 tablespoon Sugar,Water - as required,1 teaspoon Red Chilli powder,1 teaspoon Coriander Powder (Dhania),4 tablespoon Green Moong Sprouts"
3413,"1 cup Fresh green chickpeas - pureed,1 cup Sugar,1/4 cup Ghee,2 Cardamom (Elaichi) Pods/Seeds - finely powdered,1 teaspoon Ghee,6 Pistachios - chopped,10 Raisins"
3414,"300 grams Mutton,1 Onion,1/2 teaspoon Ajwain (Carom seeds),1 teaspoon Whole Black Peppercorns,1 inch Cinnamon Stick (Dalchini),2 Cardamom (Elaichi) Pods/Seeds,3 Cloves (Laung),1 Bay leaf (tej patta),2 tablespoons Ginger Garlic Paste,1/4 teaspoon Turmeric powder (Haldi),Salt - to taste,2 tablespoons Sunflower Oil,1 tablespoon Ghee,Water - as required,2 Green Chillies,150 grams Curd (Dahi / Yogurt),1 teaspoon Coriander Powder (Dhania),1 teaspoon Garam masala powder,1/4 cup Coriander (Dhania) Leaves,1/8 cup Mint Leaves (Pudina),2-1/2 cups Water,12 Cashew nuts,2 tablespoons Dry coconut (kopra)"
3415,"200 grams Paneer (Homemade Cottage Cheese),2 Potatoes (Aloo) - boiled and mashed,1 cup Sweet corn - steamed,1 Green Chillies - finely chopped,2 sprig Coriander (Dhania) Leaves - finely chopped,1 teaspoon Fennel seeds (Saunf) - pounded,1 teaspoon Chaat Masala Powder,1 teaspoon Cumin powder (Jeera),1/2 cup Sesame seeds (Til seeds) - for coating the ballssalt to taste"
3416,"1 tablespoon Coconut Oil,1 tablespoon Butter,2 Baby Potatoes - or any potato,Salt and Pepper - as per taste,4 Whole Eggs - beaten,4 Basil leaves"
3417,"2 cups Whole Wheat Flour,2 tablespoons Sooji (Semolina/ Rava),1/2 cup Badam (Almond) - powdered,1/4 cup Flax seeds - powdered,1/4 cup Dry coconut (kopra) - roast it for about 2 minutes,1/2 cup Jaggery - powdered,1/4 cup Ghee,Milk - as required"
3418,"250 grams Elephant yam (Suran/Senai/Ratalu) - grated or finely chopped,3 tablespoons Sunflower Oil,1 teaspoon Cumin seeds (Jeera),1 Onion,1 Tomato,Ginger - small piece (grated),2 Green Chillies - finely chopped,1/2 teaspoon Turmeric powder (Haldi),1 teaspoon Red Chilli powder,1/4 teaspoon Cumin powder (Jeera)"
3419,"1 cup Masoor Dal (Whole),8 Cherry tomatoes - halved,1 English Cucumber - finely chopped,5 sprig Coriander (Dhania) Leaves - or parsley leaves,5 sprig Mint Leaves (Pudina) - finely chopped,1 tablespoon Lemon juice,2 tablespoons Extra Virgin Olive Oil,1 pinch Whole Black Peppercorns - crushed,Salt - to taste"
3420,"4 cup Dessicated Coconut,300 grams White Chocolate,120 ml Double Cream,1 tablespoon Butter (unsalted),200 gram Dark chocolate,80 ml Double Cream,1/3 cup Walnuts - toasted,Salt - to taste"
3421,"300 grams Raw papaya - peeled and cut into dices,150 grams Prawns,1 Onion - ground into paste,2 Bay leaf (tej patta),1 teaspoon Turmeric powder (Haldi),1-1/2 teaspoons Red Chilli powder,1/2 teaspoon Cumin powder (Jeera),2 tablespoons Mustard oil,Salt - as required,1 tablespoon Coriander (Dhania) Leaves - finely chopped"
3422,"1 cup Sweet corn,1 cup Corn meal,1/2 cup Curd (Dahi / Yogurt) - whisked,2-3 Green Chillies - chopped,1 inch Ginger - sliced,1/4 teaspoon Asafoetida (hing),1/4 teaspoon Turmeric powder (Haldi),1 teaspoon Enos fruit salt,1/2 teaspoon Lemon juice,1/2 teaspoon Sugar,Salt - to taste,Coriander (Dhania) Leaves - Chopped for garnishing,Sunflower Oil - for greasing the plates/moulds,2 tablespoon Sunflower Oil,1/2 teaspoon Mustard seeds,1/2 teaspoon Cumin seeds (Jeera),1 sprig Curry leaves - torn,1/4 teaspoon Asafoetida (hing),1/2 teaspoon Red Chilli powder"
3423,"3 cups Whole Wheat Flour,1 cup White Urad Dal (Split),1 cup Dessicated Coconut,1 cup Dry dates powder (kharik pud),1-1/2 cups Sugar - or 1 cup powdered Jaggery,1 cup Ghee,1 cup Mixed nuts - (Almonds,1/2 cup Gond (natural gum),1/2 teaspoon Cardamom Powder (Elaichi),1/2 teaspoon Nutmeg powder,1 teaspoon Dry ginger powder"
3424,"2 cup Whole Wheat Flour,1 teaspoon Sunflower Oil - and more for smearing on paratha,1 teaspoon Salt,Water - as needed,1 cup Mozzarella cheese - grated,1/2 cup Homemade Pizza And Pasta Sauce,1/4 cup Green Bell Pepper (Capsicum) - chopped into small pieces,1/4 cup Red Bell pepper (Capsicum) - chopped into small pieces,1/4 cup Yellow Bell Pepper (Capsicum) - chopped into small pieces,1/4 cup Onions - sliced thin,1/4 cup Sweet corn,Dried oregano - as required,Red Chilli flakes - as required"
3425,"1 cup Idli Rice - (a special rice available in the indian stores for making idli and dosas),1/2 cup Ragi Seeds,1 cup White Urad Dal (Whole),1 teaspoon Methi Seeds (Fenugreek Seeds),Water - for soaking the rice,1 Onion - chopped,3 tablespoon Roasted Gram Dal (Pottukadalai),2 Dry Red Chillies,4 cloves Garlic,1 inch Ginger - chopped,Salt - to taste,4 Potatoes (Aloo),1 teaspoon Cumin seeds (Jeera),1 sprig Curry leaves,1 pinch Asafoetida (hing),1 Onion - sliced,1 teaspoon Turmeric powder (Haldi),4 sprig Coriander (Dhania) Leaves - chopped,Salt - to taste"
3426,"2 cups Green peas (Matar) - fresh preferably,2 Potatoes (Aloo),2 Onions,1 Tomato,4 cloves Garlic,1/2 inch Ginger,2 tablespoons Sunflower Oil,1 teaspoon Mustard seeds,1/4 teaspoon Asafoetida (hing),1 sprig Curry leaves,1/4 teaspoon Turmeric powder (Haldi),1 teaspoon Red Chilli powder - preferably byadgi chilli powder,1 teaspoon Kashmiri Red Chilli Powder,2 teaspoons Garam masala powder,1/4 cup Coriander (Dhania) Leaves,Salt - to taste"
3427,"1 cup Cooked rice,1 Onion - chopped,1 Chicken thigh - cleaned and cut to bite size,1 teaspoon Extra Virgin Olive Oil,1/2 cup Mixed vegetables - chopped (green bell pepper and red bell pepper are used here),1 teaspoon Soy sauce,1 tablespoon Red Chilli sauce,Salt - to taste,Black pepper powder - to taste,2 Whole Eggs,1 teaspoon Milk,1 teaspoon Extra Virgin Olive Oil,3 teaspoon Cheddar cheese - shredded,Roasted tomato pasta sauce - as needed"
3428,"6 Whole Eggs - hard boiled,2 tablespoons Sriracha sauce,2 tablespoons Classic Mayonnaise (With Egg),1/4 teaspoon Black pepper powder"
3429,"1 cup Muesli,3/4 cup Wheat Berries/ Whole Wheat,1/2 cup Instant Oats (Oatmeal),1/2 teaspoon Baking powder,1/2 teaspoon Baking soda,1/4 teaspoon Salt,1/4 cup Extra Virgin Olive Oil,1 Whole Egg,1 teaspoon Vanilla Extract,1/4 cup Milk,1/4 cup Water,2 tablespoon Date syrup - or honey,3/4 cup Strawberries - diced"
3430,"1 Beetroot - washed,3 cups Water,Salt - A pinch,1 teaspoon Black pepper powder,1 teaspoon Cumin seeds (Jeera),1 tablespoon Coriander (Dhania) Seeds,4 Dry Red Chillies,4 cloves Garlic - with peel,1 tablespoon Coriander (Dhania) Leaves - chopped,Curry leaves - Few,2 tablespoons Coriander (Dhania) Leaves - finely chopped,1 teaspoon Sunflower Oil,1 teaspoon Mustard seeds,1 teaspoon Cumin seeds (Jeera),1 Dry Red Chilli,Asafoetida (hing) - A pinch,Salt - as required,2 cloves Garlic - crushed,1 tablespoon Coriander (Dhania) Leaves - finely chopped (for garnish)"
3431,"1 कप कद्दू - काटा हुआ,2 आलू - काटे हुए,10 फलिया - काटी हुई,1 कच्चा केला - छिलका निकालकर काटा हुआ,1 मूली - काटी हुई,1 शकरकंदी  - छिलका निकालकर काटा हुआ,2 अरबी - छिलका निकालकर काटा हुआ,1/2 कप रतालू - छिलका निकालकर काटा हुआ,1 बैंगन - काटा हुआ,1/2 कप ऐश लौकी - छिलका निकालकर काटा हुआ,6 लाइम फली - काटी हुई,1/2 कप टमाटर - काटा हुआ,1/2 कप ककड़ी - काटा हुआ,3 परवल - काटा हुआ,3 कंटोल - काटा हुआ,1 तुरई - छिलका निकालकर काटा हुआ,1 बड़ा चमच्च नारियल - कसा हुआ,1/4 कप नारियल - बारीक काटा हुआ,1/4 कप अदरक - कसी हुई,1 तेज पत्ता,1/2 कप काला चना - भिगोया हुआ,1/2 कप पिली मूंग दाल,1 छोटा चमच्च हल्दी पाउडर,नमक - स्वाद अनुसार,1 बड़ा चमच्च गुड़ - पिसा हुआ,3 सुखी लाल मिर्च - तड़के के लिए,1 छोटा चमच्च राइ,1/2 बड़ा चमच्च जीरा,1 छोटा चमच्च लाल मिर्च पाउडर,1 बड़ा चमच्च घी"
3432,"1 cup green peas - boil, oil - as per use, 1/2 teaspoon cumin seeds, 1 teaspoon mustard, 3 curry leaves, 2 green chillies - finely chopped, 1 bay leaf - break, 2 long, cardamom, 1 Tablespoon ginger garlic paste, 1 onion - finely chopped, make 1/2 cup onion - paste, 3/4 cup tomato puree, 1 teaspoon red chili powder, 1 teaspoon turmeric powder, 1-1 / 2 small Spoon coriander powder, salt - as per use"
3433,"500 grams Tindora (Dondakaya/ Kovakkai) - (dondakkai),1 teaspoon Mustard seeds,1 teaspoon White Urad Dal (Split),1 sprig Curry leaves - finely chopped,1 pinch Asafoetida (hing),1/4 cup Fresh coconut - grated,Salt - to taste"
3434,"1 कप आलू - उबालकर कद्दूकस किया हुआ,200 ग्राम सिंघाड़े का आटा,1 हरी मिर्च - बारीक कटी हुई,1/2 छोटा चमच्च अदरक - कद्दूकस,1 छोटा चमच्च अमचूर पाउडर,1 छोटा चमच्च काली मिर्च पाउडर,नमक - स्वाद अनुसार,तेल - प्रयोग अनुसार,1/4 कप प्याज - बारीक कटा हुआ,1/4 कप हरा धनिया - बारीक कटा हुआ,1/4 कप सेव,मूंगफली  - मसाला (प्रयोग अनुसार),चाट मसाला पाउडर - प्रयोग अनुसार,हरी चटनी - प्रयोग अनुसार,इमली की चटनी - प्रयोग अनुसार,लहसुन चटनी - प्रयोग अनुसार,दही - प्रयोग अनुसार"
3435,"1 cup Yellow Moong Dal (Split),1 cup Idli Rice,1 teaspoon Methi Seeds (Fenugreek Seeds),Salt - to taste,6 Boiled egg,3 tablespoons Coconut Oil,1/2 teaspoon Methi Seeds (Fenugreek Seeds),1/2 teaspoon Mustard seeds,2 Onions - thinly sliced,6 cloves Garlic - finely chopped,1 inch Ginger - finely chopped,2 Green Chillies - slit,2 sprig Curry leaves,6 Tomatoes - finely chopped,1 teaspoon Garam masala powder,1 teaspoon Red Chilli powder,2 teaspoon Coriander Powder (Dhania),1/2 teaspoon Turmeric powder (Haldi),Salt - to taste"
3436,"1 cup All Purpose Flour (Maida) - (Or cake flour),1/2 teaspoon Baking powder,1/2 teaspoon Baking soda,1/2 teaspoon Cinnamon Powder (Dalchini),1/4 teaspoon Dry ginger powder,1/3 teaspoon Nutmeg powder,1/4 teaspoon Salt,1-1/2 tablespoons Cocoa Powder,3 Whole Eggs,1 teaspoon Vanilla Extract,3/4 cup Sugar,1/2 cup Beetroot - grated"
3437,"2 Whole Wheat Tawa Paratha,1 Onion - sliced,2 tablespoon Lahsun Ki Chutney (Red Garlic Chutney),300 grams Chicken breasts - cut into small pieces,1 teaspoon Red Chilli powder,1/2 teaspoon Turmeric powder (Haldi),2 teaspoon Garam masala powder,1 teaspoon Amchur (Dry Mango Powder),1 teaspoon Cumin powder (Jeera),1/4 cup Curd (Dahi / Yogurt),Salt - to taste,1 cup Coriander (Dhania) Leaves,1 cup Mint Leaves (Pudina),1 Green Chilli"
3438,"1 कप मिक्स्ड दाल - (मसूर दाल,2 बड़े चमच्च हरी मूंग दाल,1/4 छोटा चमच्च हल्दी पाउडर,तेल - प्रयोग अनुसार,1 छोटा चमच्च राइ,2 सुखी लाल मिर्च,1 तेज पत्ता,3 छोटा चमच्च निम्बू का रस,3 बड़े चमच्च हरा धनिया - काट ले,नमक - स्वाद अनुसार,तेल - प्रयोग अनुसार,1/4 कप सूखा नारियल - कस ले,1/2 कप प्याज - काट ले,1-1/2 बड़े चमच्च धनिया पाउडर,जीरा पाउडर,3 सुखी कश्मीरी मिर्च,3 लॉन्ग,2 इलाईची,1 इंच दाल चीनी,3 पूरी काली मिर्च,4 कली लहसुन"
3439,"12 Prawns - unpeeled,1 Brinjal (Baingan / Eggplant) - cut into cubes,1/2 cup Homemade tomato puree,1 Onion - roughly chopped,4 cloves Garlic - finely chopped,2 inch Ginger - finely chopped,1/4 cup Coriander (Dhania) Leaves,2 Green Chillies - optional,1 teaspoon Turmeric powder (Haldi),1 teaspoon Red Chilli powder,1 tablespoon Sambar Powder,20 grams Tamarind - soaked in water,Salt - to taste,Sunflower Oil"
3440,"1 1/2 cup Basmati rice,1 Potatoes (Aloo) - cubed,1 Carrot (Gajjar) - cubed,1/2 cup Green peas (Matar),1 cup Cauliflower (gobi) - small florets,8 Green beans (French Beans) - chopped 2 inch lengthwise,1 Onion - finely chopped,2 Onions - sliced and fried until brown,2 Green Chillies - slit,1 inch Ginger - finely chopped,4 cloves Garlic - finely chopped,1/4 cup Curd (Dahi / Yogurt),2 sprig Mint Leaves (Pudina),2 sprig Coriander (Dhania) Leaves,1 teaspoon Red Chilli powder,1 teaspoon Coriander Powder (Dhania),1 teaspoon Turmeric powder (Haldi),Salt - to taste,Sunflower Oil - for cooking,1 Bay leaves (tej patta),1 Black cardamom (Badi Elaichi),7 Whole Black Peppercorns - crushed,2 Cardamom (Elaichi) Pods/Seeds,3 Cloves (Laung),1 Cinnamon Stick (Dalchini)"
3441,"1 cup Rajma (Large Kidney Beans) - soaked and pressure cooked,1 cup Paneer (Homemade Cottage Cheese) - crumbled,80 grams Rolled Oats Or Instant Oats,2 Green Chillies - finely chopped,1 inch Ginger - grated,3 cloves Garlic - grated,1/2 teaspoon Garam masala powder,1/2 teaspoon Fennel seeds (Saunf) - powdered,4 sprig Coriander (Dhania) Leaves - finely chopped,Salt - to taste,Sunflower Oil - as required,2 Egg whites - whisked,1 cup Whole Wheat Bread crumbs - for coating (extra)"
3442,"2 Chicken breasts,2 teaspoons Ginger - paste,2 teaspoons Garlic - paste,Salt - to taste,1 teaspoon Paprika powder,2 sprig Rosemary,2 tablespoons Butter,2 Onions - thinly sliced,4 sprig Rosemary,Salt - to taste,1/2 teaspoon Sugar,1 teaspoon Red Chilli flakes,1/2 teaspoon Honey,1/2 teaspoon Mixed Herbs (Dried),1 teaspoon Black pepper powder,1 teaspoon Corn flour,Water - as required"
3443,"250 grams Boneless chicken - minced,1 Onion - finely chopped,4 cloves Garlic - finely chopped,1 inch Ginger - finely chopped,2 Green Chillies - finely chopped,6 Mint Leaves (Pudina) - finely chopped,1/2 teaspoon Red Chilli powder,1 teaspoon Garam masala powder,1 teaspoon Amchur (Dry Mango Powder) - crushed,1/2 teaspoon Chaat Masala Powder - as required,Sunflower Oil - for deep frying,1 cup All Purpose Flour (Maida),2 tablespoons Ghee,1/2 teaspoon Salt,1 teaspoon Ajwain (Carom seeds),Water - to knead"
3444,"200 grams Vivatta Maida,2 tablespoons Cocoa Powder,1 teaspoon Baking powder,1/2 teaspoon Baking soda,1 cup Sugar,3 Whole Eggs,3/4 cup Beetroot - grated,170 grams Butter - (at room temperature),180 ml Buttermilk,1 Lemon - juiced,1-1/2 teaspoon Vanilla Extract,8 teaspoons Butter,3/4 cup Caster Sugar,1 teaspoon Vanilla Extract,1 teaspoon Heavy whipping cream,6 tablespoons Oreo biscuits - finely ground"
3445,"4 ब्रेड - होल वीट,1 टमाटर - बारीक काट ले,1/4 कप शिमला मिर्च (हरी) - काट ले,मक्खन - प्रयोग अनुसार,1/4 कप रेड चिल्ली फलैक्स,मोज़रेला चीज़ - या चेडार चीज़,1 कप पुदीना,1 कप हरा धनिया - काट ले,1/2 छोटा चमच्च अदरक लहसुन का पेस्ट,2 हरी मिर्च - काट ले,1/4 कप नारियल - काट ले,1/2 छोटा चमच्च जीरा पाउडर,नमक - स्वाद अनुसार,1/2 निम्बू का रस"
3446,"1 cup Buckwheat Flour (Kuttu Ka Atta),1/4 cup Yellow Moong Dal (Split),2 Carrots (Gajjar) - finely chopped,8 Green beans (French Beans) - finely chopped,2 Potatoes (Aloo) - cut into cubes,1/4 cup Green peas (Matar),2 teaspoon Ajwain (Carom seeds),3 Green Chillies - slit,2 cloves Cloves (Laung) - 2 cloves,8 Whole Black Peppercorns,Salt - to taste,Water - as required,2 tablespoons Sunflower Oil,2 tablespoons Ghee,1/2 Onion - sliced,4 to 5 cloves Garlic - sliced"
3447,"20 Idli - mini,1 tablespoon Idli Dosa Podi (Milagai Powder),1 tablespoon Sunflower Oil,1 Onion - finely chopped,1/2 cup Curd (Dahi / Yogurt),1/4 cup Green Chutney (Coriander & Mint),1/4 cup Sweet Chutney (Date & Tamarind),1/2 cup Sev,1/4 cup Coriander (Dhania) Leaves - finely chopped,1/2 teaspoon Black Salt (Kala Namak),1 teaspoon Chaat Masala Powder,1 Lemon - juiced"
3448,"8 Whole Wheat Brown Bread - sliced,1 Red Bell pepper (Capsicum) - cut in slices,2 Onion - sliced,1 teaspoon Dried oregano,1/2 teaspoon Red Chilli flakes,Salt - to taste,1 cup Coriander (Dhania) Leaves - finely chopped,1/2 cup Mint Leaves (Pudina) - finely chopped,8-10 Badam (Almond),1 Green Chilli,2-3 cloves Garlic - peeled,4 tablespoons Extra Virgin Olive Oil,1/4 cup Parmesan cheese - grated,Salt - to taste"
3449,"1 cup Curd (Dahi / Yogurt),2 teaspoon Gram flour (besan),1/2 teaspoon Turmeric powder (Haldi),Salt - to taste,1 cup Spinach,1 Green Chilli,1 inch Ginger,1 teaspoon Cumin seeds (Jeera),1 teaspoon Cumin seeds (Jeera),1 teaspoon Mustard seeds,1 pinch Asafoetida (hing),1 sprig Curry leaves,2 Dry Red Chilli,Sunflower Oil"
3450,"250 grams Chicken - chopped,1 tablespoon Red Chilli powder,1 teaspoon Turmeric powder (Haldi),1 teaspoon Garam masala powder,Salt - to taste,1 teaspoon Rice flour,1 tablespoon Sooji (Semolina/ Rava),2 tablespoons Sunflower Oil - to cook,Curry leaves - a few"
3451,"4 tomatoes - chopped, oil - as per use, 1 tablespoon rye, 3 dry red chillies - broken, 5 curry leaves, 2 onions - finely chopped, 1 tablespoon ginger garlic paste, 2 green chillies - chopped, 1/2 tablespoon Kashmiri red chilli powder, 1/2 tablespoon turmeric powder, salt - as per taste, 2 tablespoons green coriander - finely chopped"
3452,"1-1/2 कप काबुली चना या छोला - रात भर भिगो के नरम होने तक पका ले,1/4 कप चना का पानी,2 निम्बू - जूस बना ले,2 बड़े चम्मच टहीनी,2 कली लहसुन,नमक - स्वाद अनुसार,1/4 कप ओलिव का तेल,पार्सले - या धनिया,1/2 छोटा चम्मच जीरा पाउडर - सेक ले"
3453,"500 grams Mutton,1/4 cup Chana dal (Bengal Gram Dal),4 Whole Black Peppercorns - crushed,3 Kababchini (Tailed pepper) - crushed,1/2 teaspoon Cumin seeds (Jeera),1 tablespoon Ginger Garlic Paste,2 Onions - finely chopped,1/4 cup Coriander (Dhania) Leaves - chopped,Sunflower Oil - to shallow fry,1 Whole Egg - beaten,Charcoal - for dum,1 teaspoon Red Chilli powder - (adjust to taste),Salt - to taste,1/2 teaspoon Cumin powder (Jeera) - 14 cumin powder 1 tsp,1 tablespoon Raw papaya - chopped"
