,TranslatedIngredients
2498,"chickenbreasts,redbellpeppercapsicum,yellowbellpeppercapsicum,greenbellpeppercapsicum,clovesarlic,paprikapowder,salt,wholeblackpeppercorns,extravirginoliveoil"
2499,"vehakkanoodles,onion,carrotgajjar,reenbellpeppercapsicum,sprinonionreens,inchinger,clovesarlic,blackpepperpowder,corianderpowderdhania,cornflour,corianderdhanialeaves,sunfloweroil,salt"
2500,"potatoesaloo,purposeflourmaida,sunfloweroil,water,driedoregano,blackpepperpowder,driedbasilleaves,rosemary,butter,mozzarellacheese,corianderdhanialeaves,salt"
2501,"tomatoes,onions,extravirginoliveoil,salt,blackpepperpowder,hakkanoodles"
2502,"delmontefarfallepasta,buttonmushrooms,clovesarlic,driedoregano,salt,cheesespread,milk,basilleaves"
2503,"okra,potatoes,turmericpowder,redchillipowder,salt,mustardoil,khuskhus,rye"
2504,"kalachanabrownchickpeas,onion,tomato,greenchillies,corianderdhanialeaves,salt,blackpepperpowder,lemonjuice,redchillipowder,blackpepperpowder,lemonjuice"
2505,"portobellomushrooms,walnuts,parmesancheese,wildrice,barleyseeds,quinoa,brownrice,bulgurwheat,hulledwheat,sorghum,vegetablestock,salt,butter,reenmoonsprouts,lemonjuice,extravirginoliveoil,freshorangejuice,saltpepper"
2506,"oats,water,onion,spricurryleaves,greenchillies,inger,lemonjuice,oil,mustard,cuminseeds,whiteuraddal,chanadal,asafoetida,turmericpowder,salt,coriander,peanuts"
2507,"beetroots,amlanellikaiooseberry,mintleavespudina,tomato,cucumber,blackpepperpowder,blacksaltkalanamak"
2508,"rice,yellowmoondal,sugar,milk,water,dessicatedcoconut,cardamompowderelaichi,hee,mixeddryfruits"
2509,"riceflour,chanadalbengalramdal,spricurryleaves,sesameseedstilseeds,onion,greenchilli,ingerarlicpaste,turmericpowderhaldi,redchillipowder,salt"
2510,"spaghettipasta,clovesarlic,sundriedtomatoes,kalmattaolives,extravirginoliveoil,saltpepper,driedoregano,redchilliflakes,tomatoes,onion,clovesarlic,paprikapowder,drymixherbs,saltpepper,sugar,extravirginoliveoil,extravirginoliveoil"
2511,"curddahiyogurt,spricorianderdhanialeaves,sprimintleavespudina,salt,mustardseeds,cuminseedsjeera,spricurryleaves,asafoetidahing,sunfloweroil"
2512,"pointedourdparval,curddahiyogurt,ramflourbesan,inger,poppyseeds,mustardseeds,cuminseedsjeera,dryredchilli,bayleaftejpatta,cuminpowderjeera,corianderpowderdhania,turmericpowderhaldi,redchillipowder,greenchillies,arammasalapowder,mustardoil,sugar,salt"
2513,"yellowmoondal,mixedvegetables,panchphoranmasala,freshcoconut,inger,turmericpowderhaldi,dryredchilli,bayleaftejpatta,cuminseedsjeera,hee,salt,water,cuminseedsjeera,mustardseeds,fennelseedssaunf,kalonjionionnigellaseeds,methiseedsfenugreekseeds"
2514,"brinjalbainganeggplant,greenbellpeppercapsicum,broccoli,sesamegingellyoil,clovesarlic,onion,soysauce,redchillisauce,cornflour,homemadehoisinsauce,chillivinegar,water,salt,corianderdhanialeaves,roastedpeanutsmoongphali"
2515,"milk,lukewarmwater,butter,activedryyeast,honey,wholewheatflour,oatsflour,purposeflourmaida,salt,milk,instantoatsoatmeal"
2516,"idlirice,soybeanswholesoyadal,whiteuraddal,methiseedsfenugreekseeds,chanadalbengalramdal,salt,water,onion,carrotgajjar,beetroot,greenchilli,sunfloweroil,sunfloweroil,mustardseeds,whiteuraddal,chanadalbengalramdal,onions,inchinger,greenchillies,spricurryleaves,potatoesaloo,salt,turmericpowderhaldi,idlidosapodimilagaipowder,ghee"
2517,"sesamegingellyoil,mustardseeds,spricurryleaves,clovesarlic,pearlonionssambaronions,tomatoes,tamarind,sambarpowder,turmericpowderhaldi,salt,jaggery"
2518,"mangoripe,curddahiyogurt,salt,redchillipowder,cuminpowderjeera,mustardseeds,spricurryleaves,asafoetidahing,sunfloweroil"
2519,"chanadalbengalramdal,water,onion,tomatoes,greenchillies,inchinger,clovesarlic,kasurimethidriedfenugreekleaves,turmericpowderhaldi,salt,lemonwedges,corianderdhanialeaves,kashmiriredchillipowder,asafoetidahing,mustardseeds,fennelseedssaunf,cuminseedsjeera,dryredchillies,ghee"
2520,"chicken,carrotgajjar,onion,greenbellpeppercapsicum,inchinger,clovesarlic,schezwansauce,blackpepperpowder,salt,stalksprinonionreens,purposeflourmaida,salt"
2521,"mutton,mustardoil,cuminseedsjeera,onions,arlic,inger,turmericpowderhaldi,redchillipowder,greenchillies,tomatoes,hee,lemonjuice,corianderdhanialeaves,sugar,salt,macejavitri,clovescloveslaung,inchcinnamonstickdalchini,bayleaftejpatta,cardamomelaichipodsseeds,corianderdhaniaseeds,cuminseedsjeera,nutmeg"
2522,"rawbanana,ramflourbesan,turmericpowderhaldi,redchillipowder,asafoetidahing,salt"
2523,"rice,hee,cuminseedsjeera,bayleaftejpatta,cinnamonstickdalchini,cloveslaung,greenchillies,ingerarlicpaste,onions,tomatoes,redyelloworreenbellpeppercapsicum,redchillipowder,turmericpowderhaldi,corianderpowderdhania,arammasalapowder,tofu,salt,corianderdhanialeaves"
2524,"mangoripe,teabags,lemonjuice,sugar,water,lemon,mintleavespudina,icecubes,mangoripe"
2525,"eggplant,vegetablestock,pepperpowder,cuminpowder,salt,salt,almonds,oil"
2526,"poblanochillies,extravirginoliveoil,onion,clovesarlic,cheddarcheese,driedthymeleaves,blackpepperpowder,tarragon,driedoregano,ramflourbesan,wholeegg,tomatoes,clovesarlic,tomatoketchup,sugar,redchilliflakes,driedoregano"
2527,"milk,rice,sugar,cardamompowderelaichi,thandaipowder,pistachios,badamalmond,saffronstrands,badamalmond,cashewnuts,fennelseedssaunf,poppyseeds,melonseeds,blackpepperpowder,cardamomelaichipodsseeds"
2528,"wholewheatflour,water,onion,tomatoes,greenbellpeppercapsicum,turmericpowderhaldi,cuminseedsjeera,redchillipowder,corianderdhanialeaves,salt,sunfloweroil"
2529,"rice,water,hee,cardamomelaichipodsseeds,cloveslaung,staranise,inchcinnamonstickdalchini,wholeblackpeppercorns,salt,bayleaftejpatta,friedonions,spricorianderdhanialeaves,sprimintleavespudina,paneerhomemadecottagecheese,tomatoes,freshcream,onion,inchinger,clovesarlic,greenchilli,cardamompowderelaichi,cuminpowderjeera,arammasalapowder,redchillipowder,kasurimethidriedfenugreekleaves,honey,salt,sunfloweroil,cashewnuts"
2530,"purposeflourmaida,activedryyeast,curddahiyogurt,sugar,sunfloweroil,salt,potatoesaloo,onion,greenchillies,turmericpowderhaldi,arammasalapowder,corianderdhanialeaves,amchurdrymangopowder,salt,clovesarlic"
2531,"carrotsgajjar,inchinger,lemonjuice,honey"
2532,"wholeeggs,wholewheatbrownbread,salt,blackpepperpowder,butter"
2533,"hakkanoodles,carrotgajjar,greenbeansfrenchbeans,clovearlic,inchinger,thairedchillibirdseyechilli,stalkscelery,darksoysauce,ricevinegar,redchillisauce,honey,vegetablestock,coconutmilk,spricorianderdhanialeaves,salt"
2534,"kalachanabrownchickpeas,cardamomelaichipodsseeds,onion,cinnamonstickdalchini,inchinger,greenchillies,homemadetomatopuree,turmericpowderhaldi,anardanapowderpomegranateseedpowder,corianderpowderdhania,arammasalapowder,amchurdrymangopowder,redchillipowder,sunfloweroil,salt,inchinger,lemon"
2535,"kabulichanawhitechickpeas,teabags,hee,onion,greenchilli,inchinger,tomato,turmericpowderhaldi,amchurdrymangopowder,blacksaltkalanamak,salt,corianderdhanialeaves,inchcinnamonstickdalchini,cloveslaung,browncardamombadielaichi,methiseedsfenugreekseeds,cuminjeeraseeds,corianderdhaniaseeds,driedanardanaseedspomegranateseedsdried,dryredchillies,wholeblackpeppercorns"
2536,"potatoesaloo,cloveslaung,clovesarlic,inchinger,onions,tomato,arammasalapowder,corianderpowderdhania,redchillipowder,cuminpowderjeera,lemonjuice,salt,mutton,inchinger,clovesarlic,redchillipowder,turmericpowderhaldi,corianderpowderdhania,cuminpowderjeera,curddahiyogurt,wholeblackpeppercorns,mustardseeds,cinnamonstickdalchini,cardamomelaichipodsseeds,bayleavestejpatta,salt"
2537,"ramflourbesan,reenpeasmatar,onion,clovesarlic,greenchillies,ginger,corianderdhanialeaves,ajwaincaromseeds,fennelseedssaunf,sesameseedstilseeds,redchillipowder,garammasalapowder,salt,sunfloweroil,water"
2538,"arhardaltoordal,onion,greenchilli,inchinger,turmericpowderhaldi,water,salt,spinachleavespalak,hee,mustardseeds,cuminseedsjeera,whiteuraddal,clovesarlic,dryredchillies,spricurryleaves"
2539,"mango,masoordal,turmericpowderhaldi,reenchillies,salt,mustardoil,bayleaftejpatta,dryredchilli,panchphoranmasala"
2540,"aubergine,vegetablestock,blackpepperpowder,cuminpowderjeera,salt,salt,badamalmond,sunfloweroil"
2541,"eggplant,tomato,greenchili,onion,inchinger,asafoetida,mustardoil,salt"
2542,"idlidosabatter,ricerava,jaggery,freshcoconut,cardamompowderelaichi,salt,water,sunfloweroil"
2543,"wholewheatbrownbread,tofu,soysauce,honey,redchillisauce,sesameseedstilseeds,cabbagepattaobimuttaikose,carrotgajjar,cucumber,spricorianderdhanialeaves,huncurdgreekyogurt,mustardsauce,lemonjuice,sugar,saltpepper"
2544,"cabbagepattaobimuttaikose,onion,greenbellpeppercapsicum,mustardseeds,methiseedsfenugreekseeds,turmericpowderhaldi,sunfloweroil,lemonjuice,salt"
2545,"wholewheatflour,extravirginoliveoil,activedryyeast,sugar,salt,lukewarmwater,paneerhomemadecottagecheese,coal,mozzarellacheese,huncurdgreekyogurt,sprimintleavespudina,clovesarlic,inchinger,homemadetomatopuree,fennelseedssaunf,ajwaincaromseeds,saffronstrands,cuminpowderjeera,corianderpowderdhania,chaatmasalapowder,arammasalapowder,redchillipowder,turmericpowderhaldi,blacksaltkalanamak,salt"
2546,"idli,pearlonionssambaronions,greenbellpeppercapsicum,greenchillies,inchinger,carrotgajjar,reenbeansfrenchbeans,turmericpowderhaldi,mustardseeds,whiteuraddal,curryleaves,sesamegingellyoil,mintleavespudina,salt"
2547,"elephantyamsuransenairatalu,yellowmoondal,chanadalbengalramdal,freshcoconut,cuminseedsjeera,fennelseedssaunf,wholeblackpeppercorns,greenchillies,inchinger,clovesarlic,onion,dryredchillies,turmericpowderhaldi,salt,tamarindwater,bayleaftejpatta,cloveslaung,inchcinnamonstickdalchini,sunfloweroil"
2548,"chanadalbengalramdal,turmericpowderhaldi,arammasalapowder,redchillipowder,amchurdrymangopowder,sugar,salt,hee,asafoetidahing,cuminseedsjeera,greenchillies,spricurryleaves"
2549,"fennelseedssaunf,corianderdhaniaseeds,blackpeppercorns,inchcinnamonstickdalchini,cardamomelaichipodsseeds,dryredchillies,onion,inchinger,clovesarlic,lemonrass,chickenbreasts,coconutmilk,palmsugar,tamarindpaste,fishsauce,potatoaloo,carrotgajjar,sunfloweroil,salt"
2550,"tomatoes,sugar,salt,lemonjuice,cinnamon,long"
2551,"wholewheatflour,salt,sunfloweroil,carrotsgajjar,sweetpotatoes,cuminpowderjeera,greenchillies,corianderdhanialeaves,salt"
2552,"bananaflowervazhaipoo,water,curddahiyogurt,sesamegingellyoil,turmericpowderhaldi,arhardaltoordal,dryredchillies,turmericpowderhaldi,salt,water,sesamegingellyoil,spricurryleaves,mustardseeds,sspasafoetidahing,whiteuraddal"
2553,"purposeflourmaida,water,paneerhomemadecottagecheese,reenbellpeppercapsicum,sprinonionbulbreens,arlic,inger,greenchillies,soysauce,tomatoketchup,sweetspicyredchillisaucetomatochillisauce,sunfloweroil,salt"
2554,"dates,milk,bakinsoda,brownsugardemerarasugar,cinnamonpowderdalchini,salt,purposeflourmaida,butter,brownsugardemerarasugar,butter,freshcream,vanillaextract,walnuts"
2555,"quinoa,cuminseedsjeera,turmericpowderhaldi,onion,tomato,greenchillies,reenpeasmatar,spricurryleaves,inger,spricorianderdhanialeaves,extravirginoliveoil,salt,salt"
2556,"onion,carrots,spinachboiledchoppedtomatoes,clovesarlic,vegetablestock,redchilliflakes,paprikapowder,oregano,blackpepperpowder,salt,oliveoil,pasta,vinegar"
2557,"tindoradondakayakovakkai,sunfloweroil,mustardseeds,spricurryleaves,turmericpowderhaldi,asafoetidahing,salt,corianderdhaniaseeds,chanadalbengalramdal,whiteuraddal,sesameseedstilseeds,cuminseedsjeera,methiseedsfenugreekseeds,dryredchilli,tamarind,roastedpeanutsmoongphali"
2558,"fishfillet,onion,homemadetomatopuree,inger,greenchillies,poppyseeds,cashewnuts,turmericpowderhaldi,corianderpowderdhania,kashmiriredchillipowder,cuminpowderjeera,arammasalapowder,nutmepowder,macejavitri,lemonjuice,salt,wholeeggs,cornflour,inger,blackpepperpowder,reenchilli"
2559,"cuminseeds,drymint,kashmiriredchilli,wholeblackpeppers,asafetida,amchoorpowder,blacksaltrocksalt,salt,mint,tamarindpaste,reencoriander,sugar,pineapple,water,boondi"
2560,"paneerhomemadecottagecheese,onions,tomatoes,greenbellpeppercapsicum,wholecashews,mustardoil,greenchilli,asafoetidahing,salt,corianderdhaniaseeds,fennelseedssaunf,mustardseeds,methiseedsfenugreekseeds,kashmiridryredchillies,kalonjionionnigellaseeds,cuminseedsjeera"
2561,"cauliflowergobi,cuminseedsjeera,spricurryleaves,salt,blackpepperpowder,sunfloweroil"
2562,"ourd,milk,sugar,cardamompowder,dryfruits,hee"
2563,"wholewheatflour,hee,salt,reenpeasmatar,greenchillies,clovesarlic,inchinger,redchillipowder,arammasalapowder,amchurdrymangopowder,chaatmasalapowder,fennelseedssaunf,kalonjionionnigellaseeds,turmericpowderhaldi,hee,salt,ramflourbesan,mustardoil"
2564,"arhardaltoordal,tamarindwater,drumstickleavesmoringamurungaikeerai,moolimullangiradish,pearlonionssambaronions,sambarpowder,salt,hee,mustardseeds,sspasafoetidahing"
2565,"ridgeourdturaipeerkangai,methileavesfenugreekleaves,onion,cuminseedsjeera,dryredchillies,clovesarlic,greenchillies,corianderpowderdhania,turmericpowderhaldi,lemon,arammasalapowder,sunfloweroil"
2566,"peanutbutter,honey,cocoapowder,instantoatsoatmeal,nutellaspread,milk"
2567,"basmatirice,pearlonionssambaronions,clovesarlic,inchinger,greenchillies,bayleavestejpatta,redchillipowder,turmericpowderhaldi,carrotgajjar,greenbeansfrenchbeans,potatoesaloo,ghee,cloveslaung,inchcinnamonstickdalchini,wholeblackpeppercorns,fennelseedssaunf,corianderdhaniaseeds,reenpeasmatar,mintleavespudina"
2568,"sunfloweroil,whiteuraddal,blackrice,idlirice,soojisemolinarava,salt,dryfruits,mixednuts,ghee,cardamompowderelaichi,water"
2569,"tomatoes,greenchilies,cuminseeds,spricurryleaves,turmericpowder,redchillipowder,corianderpowder,saltjaggery,oil,garammasalapowder"
2570,"purposeflourmaida,sugar,darkchocolate,chocolatechips,bakinpowder,cocoapowder,butter,milk"
2571,"arlic,tomato,dryredchilli,tamarind,sunfloweroil,salt,sunfloweroil,mustardseeds,spricurryleaves,asafoetidahing,dryredchilli"
2572,"arhardal,mustard,cuminseeds,fenugreekseeds,chickpealentils,turmericpowder,curryleaves,smallasafoetida,tamarindpaste,tomato,spinach,greenchillies,arlic,onion,salt,oil"
2573,"coconut,rawmango,greenchillies,salt,water,oil,mustard,dryredchilli,sprispriofcurryleaves,rawmango"
2574,"ridgeourdturaipeerkangai,mustardseeds,spricurryleaves,greenchillies,freshcoconut,asafoetidahing,curddahiyogurt,salt,water"
2575,"muttonlegs,avarekaibroadbeans,smallbrinjalbainganeggplant,tomatoes,onions,freshcoconut,roastedramdalpottukadalai,redchillipowder,corianderpowderdhania,turmericpowderhaldi,fennelseedssaunf,poppyseeds,inchcinnamonstickdalchini,cloveslaung,bayleaftejpatta,tamarindpaste,salt,corianderdhanialeaves,gingellyoil,mustardseeds,cuminseedsjeera,curryleaves,asafoetidahing"
2576,"pineapple,turmericpowderhaldi,asafoetidahing,kokummalabartamarind,jaggery,water,salt,dryredchilli,corianderdhaniaseeds,freshcoconut"
2577,"cauliflowergobi,carrotgajjar,redbellpeppercapsicum,onion,reenpeasmatar,clovesarlic,tofu,soysauce,redchillisauce,sprisprinonionreens"
2578,"mutton,tomatoes,inchinger,clovesarlic,dryredchillies,greenchilli,turmericpowderhaldi,arammasalapowder,curddahiyogurt,salt,ghee,spricorianderdhanialeaves"
2579,"sunfloweroil,clovesarlic,inchinger,greenchillies,onion,tofu,greenbellpeppercapsicum,mixedvegetables,salt,redchillipaste,lightsoysauce,ricewinevinegar,honey,tomatoketchup,cornflour,water"
2580,"hee,babypotatoes,huncurdgreekyogurt,ramflourbesan,inchinger,clovesarlic,kasurimethidriedfenugreekleaves,turmericpowderhaldi,chaatmasalapowder,arammasalapowder,mintleavespudina,salt,coal,chaatmasalapowder,arammasalapowder,mintleavespudina,salt,coal"
2581,"reenmoondal,chanadalbengalramdal,blackuraddal,bajraseeds,greenchillies,inchinger,corianderdhanialeaves,asafoetidahing,salt,sunfloweroil"
2582,"baguette,arlicpowder,extravirginoliveoil,watermelon,cucumber,redonion,spinach,balsamicvinegar,blackolives,saltpepper"
2583,"rawbanana,spoonramflour,asafetida,cuminseeds,turmericpowder,redchillipowder,corianderpowder,arammasalapowder,yogurt,water,salt,oilcoriander,greenchili,oil"
2584,"mango,jaggery,tamarindwater,freshcoconut,turmericpowderhaldi,dryredchillies,wholeblackpeppercorns,sunfloweroil,whiteuraddal,methiseedsfenugreekseeds,mustardseeds,asafoetidahing"
2585,"paninibread,tomato,mozzarellacheese,basilleaves,clovesarlic,walnuts,extravirginoliveoil,salt"
2586,"potatoesaloo,corianderdhanialeaves,mintleavespudina,greenchillies,inchinger,lemon,peanuts,sugar,salt,cuminjeeraseeds,arammasalapowder,cuminpowderjeera,freshpomegranatefruitkernels,sev,chaatmasalapowder,sunfloweroil"
2587,"purposeflourmaida,wholewheatflour,activedryyeast,milk,honey,extravirginoliveoil,redchilliflakes,ajwaincaromseeds,sesameseedstilseeds,salt,lukewarmwater"
2588,"reenpeasmatar,onions,clovesarlic,greenchillies,inger,tomatoes,redchillipowder,corianderpowderdhania,cuminpowderjeera,turmericpowderhaldi,arammasalapowder,salt,sugar,corianderdhanialeaves,cashewnuts,curddahiyogurt,inchcinnamonstickdalchini,cardamomelaichipodsseeds,cloveslaung,bayleaftejpatta,sunfloweroil,butter"
2589,"reenmoondal,onion,greenchillies,clovesarlic,freshcoconut,dryredchilli,turmericpowderhaldi,cuminseedsjeera,mustardseeds,whiteuraddal,coconutoil,curryleaves,spricorianderdhanialeaves,salt"
2590,"ghee,asafoetida,cuminseeds,rye,cassia,greenchillies,long,largecardamom,staranees,elaichi,onions,tomato,ingerarlicpaste,redchillipowder,corianderpowder,reenchillies,spriofreencoriander,arhardal,chanadal,masoordal,whiteuraddal,yellowmoondal,water,salt,"
2591,"cucumber,tomato,onion,sweetcorn,greenchilli,roastedpeanutsmoongphali,lemonjuice,salt,spricorianderdhanialeaves"
2592,"bhindiladyfingerokra,freshcoconut,poppyseeds,redchillipowder,turmericpowderhaldi,kashmiriredchillipowder,tamarind,salt,sunfloweroil,mustardseeds,asafoetidahing"
2593,"cucumberchoppedde,lemonjuice,honey,mintleavespudina,inchinger,aeratedwatersodawater,salt"
2594,"bhindiladyfingerokra,mustardoil,ajwaincaromseeds,inchcinnamonstickdalchini,bayleaftejpatta,onions,turmericpowderhaldi,redchillipowder,corianderdhaniapowder,amchurdrymangopowder,salt"
2595,"wholewheatflour,salt,sunfloweroil,water,punjabistylemangopickle,ghee"
2596,"gramwholewheatflour,gramcastersugar,nutmepowder,bakinpowder,bakinsoda,wholeeggs,milk,sunfloweroil,vanillaextract,strawberries,ripebananas"
2597,"wholewheatflour,purposeflourmaida,ajwaincaromseeds,cuminseedsjeera,hee,salt,sunfloweroil"
2598,"whiteuraddal,yellowmoondal,arhardaltoordal,rice,methiseedsfenugreekseeds,onion,greenchillies,spricurryleaves,freshcoconut,cuminseedsjeera,salt,spricorianderdhanialeaves"
2599,"colocasiarootarbi,sunfloweroil,salt,redchillipowder,spricorianderdhanialeaves"
2600,"wholewheatflour,butter,salt,potatoesaloo,leek,milk,sunfloweroil,turmericpowderhaldi,redchilliflakes,fennelseedssaunf,salt"
2601,"amlanellikaiooseberry,greenchillies,mustardseeds,dryredchilli,asafoetidahing,sunfloweroil,salt"
2602,"carrotgajjar,milk,khoyamawa,sugar,freshcream,saffronstrands,hee,dryfruits"
2603,"curryleaves,mintleavespudina,lemons,cuminseedsjeera,jaggery,blacksaltkalanamak,water"
2604,"mutton,turnips,fennelseedssaunf,inchinger,asafoetidahing,turmericpowderhaldi,redchillipowder,mustardoil,salt"
2605,"hakkanoodles,mintleavespudina,greenchilli,clovesarlic,inchinger,roastedpeanutsmoongphali,sugar,salt,britanniacheesespread,water,clovesarlic,inchinger,onion,greenbellpeppercapsicum,carrotgajjar,reenbeans,cabbagepattaobimuttaikose,soysauce,redchillisauce,salt,sunfloweroil,sweetchutneydatetamarind,redchillisauce,britanniacheeseblock,sprinonionreens"
2606,"wholewheatflour,sunfloweroil,greenchillies,clovesarlic,corianderdhanialeaves,spinachleavespalak,ajwaincaromseeds,water,salt,ghee"
