TranslatedRecipeName,TranslatedIngredients
Fried Artichokes Recipe Flavored With Lemon & Ginger,"artichokes,whole egg,clove garlic,ginger,lemon zest,parsley leaves,parmesan cheese,whole wheat bread crumbs,purpose flour"
One Pot Pressure Cooker Chicken Curry Recipe,"coconut oil,sprig curry leaves,garam masala powder,chicken breasts"
Utanki Recipe - Crispy Rice Crepes,"rice flour,milk"
Masala Pav Recipe With Cheese,"butter,garam masala powder,pav bhaji masala,pav buns,pav bhaji masala,sev,mozzarella cheese,potatoes,red bell pepper,green chutney,coriander  mint,sweet chutney,date  tamarind"
Mooli And Moong Dal Sabji Recipe,"yellow moong dal,mooli,mooli ke patte"
Mangalorean Chicken Ghee Roast Recipe,"chicken breasts,lemon juice,sprig curry leaves,jaggery,whole black peppercorns,tamarind paste,curd,cloves,methi seeds"
Vegetable Tartlets Recipe,"butter,milk,whole eggs,ricotta cheese,cherry tomatoes,sprig parsley leaves,sprig basil leaves,sprig fresh thyme leaves,dried oregano,whole black peppercorns,purpose flour,carrot,green beans,green bell pepper"
Lu Methi Vegetable Recipe - Own Fangrik Layaves Vegetable,"baby potatoes,garam masala powder,methi leaves,bay leaf,inch cinnamon stick,amchur"
Yele Kadubu Recipe With Sweet And Spicy Onion Chutney,"whole wheat flour,red onion,tamarind paste,jaggery,methi seeds"
Red Bean Mexican Burrito Bowl Recipe - Roz Ka Khana With Figaro Olive Oil,"homemade tomato puree,tabasco original - hot sauce,extra virgin olive oil,rice,figaro pure olive oil,sprig parsley leaves,avocado,red chilli flakes,sprig parsley leaves,extra virgin olive oil,tabasco original - hot sauce,figaro pure olive oil,sprig parsley leaves,extra virgin olive oil,rajma,cumin powder,sprig coriander,cumin powder,sprig coriander,red bell pepper,green bell pepper,hung curd"
Mulyachi Bhaji Recipe - Goan Style Mooli Ki Sabzi,"yellow moong dal,fresh coconut,jaggery,mooli"
Spicy Chickpeas Aloo Salad Chaat Recipe,"black pepper powder,chaat masala powder,lemon juice,chaat masala powder,lemon juice,kabuli chana,potato,gram coriander,black salt"
Bulgur Wheat Potato Patty Recipe,"bulgur wheat,potatoes,cumin powder,carrots,cauliflower,instant oats,purpose flour"
Beans Matki Bhaji Recipe - Green Beans Moth Beans Sabzi,"sprig curry leaves,jaggery,maharashtrian goda masala,fresh coconut,green beans,moth dal,amchur"
Kerala Style Chena Mezhukkupuratty Recipe - Yam Stir Fry,"black pepper powder,sprig curry leaves,coconut oil,elephant yam,fennel seeds,pearl onions"
Ragi Appam Recipe - A Healthy Twist To The Classic Kerala Appam,"ragi seeds,broken raw rice,idli rice,white urad dal,yellow fenugreek seeds,confectioners sugar,red poha"
Vegan Malai Cabbage Recipe,"cashew nuts,coconut milk,garam masala powder,black pepper powder,cauliflower,cloves,bay leaf,cardamom powder,kasuri methi"
Besan Chila Recipe Stuffed with Chatap Paneer,"chaat masala powder,gram flour,sprig coriander,cumin powder,paneer,sprig coriander"
Protein Fingers Recipe,"chicken,tofu,extra virgin olive oil,garlic,black pepper powder,paprika powder,onion powder,garlic powder,dried oregano,sage,lemon juice,paneer,cumin powder"
Baked Chevdo Recipe (Chivda Mixture -Tea Time Snack),"sprig curry leaves,raisins,poha,sesame seeds,roasted peanuts,slivered almonds"
Khatti Meethi Palak Khichdi Recipe,"jaggery,lemon,rice,spinach,inch cinnamon stick,bay leaf,arhar dal"
Pheki Mathri Recipe - Crispy Fried Savoury Fritters,"chiroti rava,lukewarm water,purpose flour"
Red Capsicum Chutney Recipe - Red Bell Pepper Chutney,"white urad dal,sprig curry leaves,red bell pepper,pearl onions"
Kabuli Chana & Moongphali Salad Recipe,"boiled peanuts,dry ginger powder,lemon juice,kabuli chana,green bell pepper,sprig coriander,amchur"
Mushroom Masala With Corn Recipe,"button mushrooms,sweet corn,corn flour,cumin powder,amchur"
Poha Stars Recipe (Poha Potato Fritters Flavoured With Kasuri Methi),"whole wheat bread crumbs,lemon juice,rice flour,poha,potato,kasuri methi"
Apple And Pomegranate Smoothie Recipe,"apple,honey,ice cubes,curd,anardana powder"
Lahsuni Palak Dal Recipe (Spinach & Lentil Curry with Garlic),"yellow moong dal,spinach leaves,cumin powder"
Healthy Oats And Nuts Energy Bar Recipe,"pecans,pretzels,dates,coconut oil,instant oats,dry coconut,slivered almonds"
Lauki and Whole Green Moong Dal Cheela Recipe,"rice flour,green moong dal,bottle gourd"
Spinach Coconut Zucchini Soup Recipe,"extra virgin olive oil,green zucchini,spinach,whole black peppercorns,coconut oil,coconut milk,cumin powder,fried bread cubes"
Whole Wheat Sun Dried Tomato Focaccia Bread | Healthy Homemade Bread Recipe,"whole wheat flour,active dry yeast,honey,dried oregano,rosemary,whole black peppercorns,extra virgin olive oil,lukewarm water,parmesan cheese,sun dried tomatoes,purpose flour"
Spinach Oats Vada Recipe,"garam masala powder,corn flour,spinach leaves,chana dal,instant oats,potato"
Rajasthani Papad Ki Sabzi Recipe,"papad,cumin,kasuri methi,curd,sprig coriander"
Kandarappam Recipe (Chettinad Sweet Appam),"rice,cooked rice,white urad dal,yellow moong dal,- jaggery,fresh coconut,arhar dal,chana dal,cardamom powder"
Spinach & Broad Bean Shakshuka Recipe,"broccoli,dried oregano,dried thyme leaves,whole eggs,avarekai,spinach leaves,cumin powder"
Raw Mango Prawns Curry Recipe,"prawns,vinegar,lemon juice,coconut milk,fresh coconut,sprig curry leaves,mango,cardamom,inch cinnamon stick"
Corn And Drumstick Leaves Salad Recipe,"del monte whole corn kernels,jaggery,drumstick leaves"
Slow Cooker Mexican Chicken Stew Recipe,"chicken thighs,sweet corn,black beans,chicken stock,lemon juice,salt pepper,carrots,green bell pepper,cumin powder"
Dairy Free Balsamic Strawberry Ice-cream Recipe,"strawberries,cashew nuts,balsamic vinegar,corn flour,vanilla extract,coconut milk,maple syrup"
Herb Mushroom Bruschetta Recipe,"baguette,button mushrooms,lemon,cherry tomatoes,salt pepper,mint leaves"
Maharashtrian Style Surnachi Koshimbir Recipe-Yam Salad,"fresh coconut,lemon juice,elephant yam,sprig coriander"
Orange Rasam Recipe,"curry leaves,fresh orange juice,lemon,black pepper powder,cumin powder,arhar dal"
Jodhpuri Kabuli Recipe,"rice,lemon juice,whole black peppercorns,whole wheat brown bread,fresh pomegranate fruit kernels,cashew nuts,raisins,cloves,fennel seeds,black cardamom,cardamom,cauliflower,potato,green peas,curd"
Hariyali Dum Aloo Recipe - Potatoes In Spinach Mint Curry,"baby potatoes,spinach,clove onion,garam masala powder,fresh cream,mint leaves,inch cinnamon stick"
"Vegetable Sizzler Recipe With Potato Tikki, Mint Rice & Corn and Spinach Sauce","mint rice,butter,butter,sweet corn,spinach,milk,butter,aloo tikki,purpose flour,carrots,green beans,green bell pepper"
Tempura Chicken Wings With Barbecue Sauce Recipe,"chicken wings,barbeque sauce,whole wheat bread crumbs,chilli vinegar,corn flour,whole egg,salt pepper"
Moong Dal Tikki Recipe,"yellow moong dal,corn flour,chaat masala powder,green peas,green bell pepper,paneer,cumin powder,amchur"
Mughlai Zafrani Murg Recipe,"chicken,fresh cream,lemon juice,saffron strands,garam masala powder,curd,cumin powder"
Mixed Vegetables Oats Idli Recipe,"white urad dal,curry leaves,baking soda,lemon juice,instant oats,sooji,curd,raw peanuts,cumin powder,carrot,green bell pepper"
Gajar Methi Poriyal Recipe - Carrot Fenugreek Stir Fry,"sprig curry leaves,coconut oil,carrots,methi leaves"
Agathi Keerai Recipe,"agathi keerai,yellow moong dal,jaggery,fresh coconut"
Simple Lemon Tea Recipe,"lemon,lemon wedges,lemon zest,brown sugar"
Traditional Anarsa Recipe With Curd (Apoopa),"rice,caster sugar,poppy seeds,curd"
Bengali Steam Doi Recipe,"milk,condensed milk,pistachios,raisins,strawberries,hung curd,cardamom powder"
Apple Cinnamon Soy Smoothie Recipe,"apples,soy milk,cinnamon powder"
Stuffed Butter Recipe - Stuffed Spice Gravy,"black pepper powder,homemade tomato puree,garam masala powder,fresh cream,karela,paneer,potatoes,sprig coriander,sprig mint leaves,cumin powder"
Khakhra Pizza Recipe With Cheese Spread & Roasted Vegetables,"homemade whole wheat khakras,britannia cheese spread,sweet corn,sprig basil leaves,pizza seasoning,red chilli flakes,green bell pepper"
Gluten Free Rajgira Barfi Recipe,"jaggery,cashew nuts,rajgira flour,cardamom powder"
Chow Chow And Beans Poriyal Recipe,"chayote,fresh coconut,sprig curry leaves,white urad dal,sprig curry leaves,green beans,chana dal"
Kuthiraivali Upma Kozhukattai Recipe (Barnyard Millet Steamed Dumplings),"barnyard millet,fresh coconut,white urad dal,curry leaves,sesame"
Fresh Strawberry Jam Recipe,"strawberries,lemon juice"
Ellu Sadam Recipe - South Indian Style Til Pulao Recipe,"basmati rice,cashew nuts,fresh coconut,white urad dal,sprig curry leaves,sesame seeds,raw peanuts"
Sun Dried Raw Mango Raita Recipe-Ambula Rai,"fresh coconut,mustard oil,sprig curry leaves,dry green mango,curd"
Kerala Style Chakka Chased Ari Payasam Recipe - Jagapriyat Brown Rice Kahir,"brown rice,milk,cashew nuts,jackfruit raw,cardamom"
Orange Marmalade Tea Cake Recipe,"whole wheat flour,baking powder,baking soda,extra virgin olive oil,fresh orange juice,whole eggs,orange marmalade jam,caster sugar,buttermilk,orange marmalade jam,purpose flour,almond meal"
Parsi Mawa Cake Recipe (Tea Time Cake Flavored with Cardamom & Pistachios),"baking powder,whole eggs,milk,pistachios,purpose flour,cardamom powder,khoya,butter,slivered almonds"
Carrot Cauliflower Peas Sabzi Recipe - Gajar Gobi Matar Sabzi,"coconut oil,carrots,black pepper powder,ajwain,bay leaves,inch cinnamon stick,cauliflower,green peas"
Taco Chaat Recipe,"hard taco shells,sweet corn,green seedless grapes,chaat masala powder,sev,boondi,cheetos,potatoes,anardana powder,sprig coriander,curd,sweet chutney,date  tamarind,green chutney,coriander  mint,lahsun ki chutney"
Gooseberry Juice Recipe - Whole Gooseberry Juice,"sprig curry leaves,tamarind water,kashmiri red chilli powder,amla,arhar dal,cumin powder,sprig coriander"
Fish Tandoori Recipe,"fish,tandoori masala,ginger garlic paste,garam masala powder,curd,cumin powder"
Puran Poli Recipe | Gujarati & Maharastrian | Sweet Spiced Stuffed Paratha With Jaggery,"whole wheat flour,jaggery,saffron strands,nutmeg powder,arhar dal,cardamom powder,gram flour"
Ginger Garlic Tofu Curry Recipe,"tofu,garlic,spring onion greens,coconut milk,vegetable stock,black pepper powder,garam masala powder,soy sauce,corn flour,carrot,spring onion,bulb  greens,sweet spicy red chilli sauce"
Muesli and Oats Waffle with Apricots Recipe,"oats flour,muesli,whole egg,milk,baking powder,date syrup,apricots,cinnamon powder"
Prawns Biryani Recipe,"star anise,basmati rice,prawns,lemon,ajwain,fennel seeds,cardamom,clove powder,cinnamon stick,bay leaves,cinnamon stick,cloves,cardamom,curd,mint leaves"
Rye Breakfast Sandwich With Cucumber And Eggs Recipe,"rye bread,butter,whole eggs,britannia cream cheese,cucumber,salt pepper"
Banarasi Tomato Chart Recipe - Spicy Tomato Chaat,"pav bhaji masala,garam masala powder,chaat masala powder,lemon juice,namak para,sev,potato,cumin powder,black salt"
Jowar Jo Dodo Recipe - Sindhi Sorghum Roti,"jowar flour,methi leaves"
No Bake Eggless Dark Chocolate Fudge Recipe With Nuts,"dark chocolate,condensed milk,butter,cocoa powder,mixed nuts"
Carrots Dill and Peanut Sadam - South Indian Style Stir Fried Rice,"rice,sprig curry leaves,white urad dal,black sesame seeds,fresh coconut,dill leaves,sesame,chana dal,raw peanuts,sesame seeds,carrots"
Fenugreek Paneer Bhurji Recipe in Creamy Gravy,"homemade tomato puree,garam masala powder,fresh cream,green bell pepper,methi leaves,kasuri methi,paneer,sprig coriander"
Manipuri Style Karotkhabi Kanghou Recipe - Bitter Gourd & Potato Stir Fry,"karela,potato"
Spinach And Soya Sub Sandwich Recipe,"spinach,butter,feta cheese,parmesan cheese,whole wheat bread crumbs,dried oregano,whole egg,french bread,roasted tomato pasta sauce,mozzarella cheese,extra virgin olive oil,salt pepper,soy chunks"
Multigrain Pizza with Roasted Vegetables Recipe,"whole wheat flour,lukewarm water,honey,active dry yeast,extra virgin olive oil,homemade pizza pasta sauce,mozzarella cheese,button mushrooms,green zucchini,dried oregano,salt pepper,ragi flour,instant oats,sesame seeds,green bell pepper"
Lebanese Fattoush Salad Recipe,"whole wheat pita bread,extra virgin olive oil,clove garlic,iceberg lettuce,parsley leaves,cucumber,gram feta cheese,lemon juice,red wine vinaigrette,fresh thyme leaves,salt pepper,spring onion,bulb  greens,mooli,red bell pepper"
Greek Yogurt Chocolate Mousse Recipe,"vanilla extract,dark chocolate,dark chocolate,fresh cream,hung curd,sprig mint leaves"
Chettinad Keerai Mandi Recipe With Amaranth Greens,"green amaranth leaves,shallots,white urad dal,mandi,coconut milk,sesame"
Mung Pani Recipe - Whole Green Mung Soup,"lemon juice,black pepper powder,green moong dal"
Eggless Boston Cream Cupcake Recipe - Vegan Option,"ripe bananas,baking powder,baking soda,gram dark chocolate,gram butter,coconut milk,custard powder,coconut milk,purpose flour,badam"
Chettinad Style Chickens Togayal Recipe (Horsegram Chutney),"tamarind,whole black peppercorns,sprig curry leaves,horse gram dal"
Thecha Paniyaram Recipe,"idli dosa batter,sooji,badam"
Sweet Potato And Moong Sprouts Cutlet Recipe,"sweet potato,green moong sprouts,kashmiri red chilli powder,purple cabbage,chaat masala powder,lemon wedges,poha,mint leaves,amchur"
Farfalle In Creamy Mushroom Sauce Recipe,"pasta,dried mushrooms,fresh cream,black pepper powder,extra virgin olive oil,parmesan cheese,mixed herbs"
Mangalore Bajji recipe - shot time,"baking soda,fresh coconut,purpose flour,curd"
S'mores Cake Recipe,"whole wheat flour,honey,molasses,baking powder,graham cracker crumbs,milk,whole eggs,baking powder,dark chocolate,heavy whipping cream,egg white,lemon juice,caster sugar,purpose flour,butter,brown sugar,purpose flour,butter,brown sugar"
Roz Gulkand Firni Recipe,"milk,rice,condensed milk,dried rose petals,gulkand,rose water,fennel powder,rose water,pistachios,cashew nuts,dried rose petals,cardamom powder,badam"
Andhra Style Pappu Urumindi Recipe,"white urad dal,tamarind,sprig curry leaves,chana dal,methi seeds,dry coconut"
Banana Stem Poriyal Recipe With Curry Powder,"banana stem,curry powder,sprig curry leaves,cumin powder,curd,gram flour"
Kerala Style Appam Recipe - Fermented Rice Pancakes With Coconut,"rice,cooked rice,fresh coconut,active dry yeast"
Burnt Orange Panna Cotta Recipe,"fresh cream,milk,gelatin,oranges,orange zest"
Desi Style Masala Pasta Recipe In Electric Pressure Cooker,"penne pasta,extra virgin olive oil,homemade tomato puree,sweet corn,garam masala powder,carrot,mint leaves"
Karnataka Style Majjige Huli Recipe - Tasty Buttermilk Rasam,"buttermilk,black pepper powder,fresh coconut,curry leaves"
Mediterranean Pumpkin Kibbeh Recipe,"extra virgin olive oil,dried oregano,red chilli flakes,black pepper powder,extra virgin olive oil,whole egg,black pepper powder,whole wheat bread crumbs,lemon,fresh pomegranate fruit kernels,broken wheat,mixed herbs,kaddu,red bell pepper,purpose flour,hung curd,mixed herbs"
Egg Manchurian Recipe,"whole eggs,spring onion greens,soy sauce,vinegar,sweet spicy red chilli sauce"
Bangaladumpa Thalimpu Recipe - Potato Stir Fry,"sprig curry leaves,dessicated coconut,garlic,potato,roasted gram dal"
Raw Jackfruit Poriyal Recipe - South Indian Raw Jackfruit Stir Fry,"sprig curry leaves,white urad dal,black pepper powder,lemon juice,fresh coconut,jackfruit raw,chana dal"
Togarikaayi Usli Recipe (Green Pigeon Peas),"garlic,fresh green toor dal,butter"
Eggless Checker Board Cookies Recipe,"cocoa powder,vanilla extract,butter,milk,purpose flour"
Japanese Chicken Udon Soup Recipe,"chicken stock,boneless chicken,ginger,soy sauce,sweet corn,button mushrooms,udon noodles,whole eggs,carrots,cabbage,spring onion,bulb  greens"
Healthy Black Bean Stuffed Burrito Recipe With Amaranth And Quinoa,"mixed grains,extra virgin olive oil,canned black beans,clove garlic,tortillas,sour cream,lemon,extra virgin olive oil,sweet corn,mozzarella cheese,mango pickle,red bell pepper"
 Goan Style Brinjal Bharta (Recipe In Hindi),"eggplant,green coriander,tamarind paste,coconut,tamarind,"
Zucchini Pesarattu Recipe,"green zucchini,rice,green moong dal,chana dal"
Chicken Malai Kebab Recipe (Reshmi Kebab),"boneless chicken,black pepper powder,ginger garlic paste,lemon juice,mozzarella cheese,corn flour,garlic powder,fresh cream,cardamom,hung curd"
Homemade Thengai Sevai Recipe - Coconut Idiyappam Recipe,"idli rice,fresh coconut,white urad dal,sprig curry leaves,roasted peanuts,sesame"
Thai Style Steamed Buns Recipe,"whole wheat flour,active dry yeast,english cucumber,pickled jalapenos,soy sauce,chilli vinegar,red chilli sauce,purpose flour,carrot,cabbage"
Mini Pita Pizza With Tahini Roasted Vegetables Recipe,"mini pita breads,green zucchini,tahini,tomato basil pasta sauce,cheddar cheese,red bell pepper"
Non-Fried Vegetable & Oat Manchurian Balls Recipe In Sweet & Spicy Oat Sauce,"rolled oats instant oats,corn flour,whole wheat flour,corn flour,vegetable stock,soy sauce,tomato ketchup,sriracha sauce,red chilli sauce,salt pepper,cabbage,cauliflower,carrot,green bell pepper,spring onion,bulb  greens"
Green Onion Recipe - Spring Onion Puri,"whole wheat flour,spring onion greens,ajwain"
Eggless Thandai Cookie Recipe,"baking soda,caster sugar,butter,corn flour,thandai masala,rose water,pistachios,whole black peppercorns,poppy seeds,purpose flour,badam,fennel seeds,cardamom"
Pineapple Curry Recipe - Jackfruit & Dal Curry,"yellow moong dal,black urad dal,sprig curry leaves,jackfruit raw"
Muringakka Manga Mulakushyam - Mango & Drumstick Kootu Curry,"drumstick,fresh coconut,coconut oil,white urad dal,sprig curry leaves,mango,raw  peeled  chopped bite,arhar dal"
Roasted Garlic No Knead Skillet Bread Recipe With Olives,"active dry yeast,extra virgin olive oil,black olives,garlic,black olives,garlic,extra virgin olive oil,extra virgin olive oil,purpose flour,mixed herbs,mixed herbs"
Cannabis cold recipe,"milk,saffron strands,poppy seeds,whole black peppercorns,bhang paste,fennel seeds,badam,cardamom"
